Date,4101,4012,4001,4302,4102,4303,4103,4104,4090,4106,4005,4306,4019,4309,4028,4023,4311,4103-2,4309-2
1985-05-01,0,0,2.3,0,10.8,5.5,0,2.6,0,15.6,2.4,1,0.7,0,0.4,0.9,0,0,0
1985-06-01,29.1,9.4,5.2,0,0,0,0,14.9,1.9,21.5,8.8,0,1.6,0,7.7,2.1,0,0,0
1985-07-01,0,0,0.5,0,3.4,0,0,0.1,0,5,0.6,0,0,0,0,0,0,0,0
1985-08-01,7.5,10.4,2.5,0,19.6,0,4,1.5,0,4.6,6.4,5.2,1.4,9.2,2.3,1.7,0,9.3,15
1985-09-01,16.6,52.6,24.7,0,35.7,25.7,3.1,31.9,21.1,47,17.5,7.2,14,7,15.7,18.5,0,7.2,11.4
1985-10-01,0,0,10.3,0,10.8,0.8,0.9,2.4,10.6,61.8,2.7,39.5,2.5,17,0.6,3.2,0,2,27.7
1985-11-01,198.5,65.5,68.8,92.5,36,112.1,37.9,61.4,94,92.6,69.6,57.9,65.1,164.5,55.9,80.3,46.7,88.6,268.8
1985-12-01,63.7,106.1,87.4,135.5,89.7,154.5,35,93.5,118.1,125.6,60.3,109.2,101.2,140.1,47.9,121.6,94,81.8,228.9
1986-01-01,74.4,38.5,54.8,14.2,105.8,122.4,60.1,61.4,69.7,87.5,65.9,62.4,38.4,63,41,49.6,7,140.6,102.9
1986-02-01,76.7,54.9,51.8,34.4,64.1,81.3,53,48.3,70.2,71.9,53.8,68.7,42.7,102.3,39.6,54.1,14,123.9,167.1
1986-03-01,208.6,70.5,53.2,25.5,48.7,65,56.2,88,60.4,99.2,85.9,0,63.1,117.8,67.1,75.5,59,131.6,192.5
1986-04-01,19.7,9.3,14.3,9.5,25.9,39.4,50.8,39.6,17.7,27.3,34.2,9.2,11.9,9.7,23.5,15,6,118.8,15.9
1986-05-01,0,4.3,2.3,0,9.2,0,0,0,0.9,5.8,1.5,0.3,0.7,0,0.6,0.9,0,0,0
1986-06-01,0,1.4,0.4,0,0,0,0,0,0.3,0.5,0,0.4,0.2,0,0.2,0.3,0,0,0
1986-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-08-01,17,14,4.2,0,3.6,0,8.8,0,2.8,9.3,6.7,0,2.3,0,6.5,3.1,0,20.6,0
1986-09-01,0,39.3,12.5,0,13.4,0,7.4,0,9,20.7,4.7,4.6,6.8,1.7,7.4,9,0,17.4,2.7
1986-10-01,0,20.1,10.8,8.3,9.2,7.3,5.6,0,15.6,11.7,3.4,28,7.6,21.2,4.2,9.8,0,13.1,34.7
