anio,mes,pp,tmax,tmin
1991,05,0.0,15.8,-3.0
1991,06,0.0,13.6,-5.5
1991,07,0.0,12.9,-6.3
1991,08,0.0,15.7,-2.9
1991,09,0.0,16.2,0.3
1991,10,18.6,18.8,1.6
1991,11,38.9,18.3,3.1
1991,12,45.9,19.4,3.5
1992,01,107.5,16.2,5.8
1992,02,39.2,18.0,2.0
1992,03,27.0,17.0,2.7
1992,04,0.0,16.5,-1.2
1992,05,0.0,15.3,-4.0
1992,06,8.3,12.6,-5.5
1992,07,0.0,12.3,-4.9
1992,08,3.1,13.0,-3.9
1992,09,0.0,14.8,-3.6
1992,10,9.8,17.7,1.2
1992,11,48.2,18.2,1.2
1992,12,69.5,18.9,4.1
1993,01,77.9,15.9,5.2
1993,02,14.0,17.7,2.8
1993,03,93.0,16.5,4.4
1993,04,0.0,17.2,1.4
1993,05,0.0,14.8,-4.0
1993,06,0.0,13.2,-6.1
1993,07,0.0,13.0,-7.8
1993,08,14.0,12.9,-5.5
1993,09,16.0,15.9,-3.2
1993,10,25.4,18.5,0.4
1993,11,39.5,20.2,2.8
1993,12,45.0,19.7,3.6
1994,01,101.3,18.5,4.1
1994,02,53.5,17.5,3.5
1994,03,13.8,18.5,2.0
1994,04,11.0,18.3,0.6
1994,05,0.0,15.6,-5.7
1994,06,0.0,13.9,-8.8
1994,07,0.0,14.0,-7.9
1994,08,0.0,16.0,-5.1
1994,09,1.8,17.7,-1.9
1994,10,31.5,18.6,-0.6
1994,11,13.4,20.0,2.2
1994,12,79.9,18.9,4.0
1995,01,105.5,17.9,5.5
1995,02,52.5,18.7,4.3
1995,03,29.5,18.5,4.9
1995,04,0.0,18.1,-0.1
1995,05,0.0,16.3,-3.7
1995,06,0.0,13.4,-6.5
1995,07,0.0,13.9,-7.0
1995,08,2.5,17.3,-3.0
1995,09,1.0,18.1,0.1
1995,10,0.0,19.6,-0.3
1995,11,2.3,20.8,3.7
1995,12,60.4,19.0,1.2
1996,01,124.7,16.6,4.6
1996,02,68.6,17.2,4.9
1996,03,31.7,17.3,3.1
1996,04,10.0,17.0,2.6
1996,05,2.8,15.2,-2.3
1996,06,0.0,13.6,-5.8
1996,07,0.0,13.5,-5.8
1996,08,21.2,14.6,-2.3
1996,09,0.1,15.4,-0.5
1996,10,1.8,17.8,1.6
1996,11,30.0,17.4,3.8
1996,12,81.1,17.4,5.1
1997,01,211.4,15.8,5.6
1997,02,126.4,15.7,6.4
1997,03,54.0,15.8,4.1
1997,04,59.6,15.2,1.3
1997,05,1.3,14.4,-2.1
1997,06,0.0,13.1,-4.7
1997,07,0.0,14.5,-3.9
1997,08,4.7,14.6,-1.5
1997,09,35.0,17.0,2.4
1997,10,7.7,18.7,2.2
1997,11,24.5,19.7,4.5
1997,12,24.1,21.2,4.4
1998,01,25.8,20.3,6.9
1998,02,31.6,20.4,6.0
1998,03,17.7,20.6,5.1
1998,04,9.8,19.1,2.3
1998,05,0.0,16.8,-2.7
1998,06,4.7,14.9,-3.5
1998,07,0.0,15.2,-4.1
1998,08,5.3,16.6,-2.4
1998,09,1.8,18.0,-0.8
1998,10,15.7,18.5,1.9
1998,11,37.6,19.3,3.4
1998,12,22.0,19.9,4.9
1999,01,98.5,17.6,5.6
1999,02,127.0,16.5,5.9
1999,03,170.7,16.8,5.8
1999,04,13.3,16.2,1.6
1999,05,3.7,15.5,-2.2
1999,06,0.3,14.4,-6.3
1999,07,0.5,14.9,-3.7
1999,08,0.0,15.6,-1.5
1999,09,14.8,17.1,1.0
1999,10,24.3,17.7,3.3
1999,11,4.9,18.8,2.1
1999,12,25.1,19.8,4.2
2000,01,121.7,17.0,6.3
2000,02,45.5,16.8,5.1
2000,03,36.3,18.3,4.5
2000,04,9.0,17.6,2.0
2000,05,0.3,16.7,-1.1
2000,06,2.7,14.7,-5.7
2000,07,0.0,13.9,-5.5
2000,08,4.1,16.4,-0.5
2000,09,1.0,17.4,-1.8
2000,10,21.7,18.4,2.2
2000,11,3.2,19.7,1.5
2000,12,120.7,17.4,4.3
2001,01,161.5,14.7,5.4
2001,02,147.0,15.3,6.2
2001,03,64.0,16.4,4.9
2001,04,10.9,16.8,1.8
2001,05,0.2,14.8,-2.2
2001,06,2.2,14.0,-4.4
2001,07,0.1,14.0,-5.0
2001,08,11.3,12.6,2.0
2001,09,10.7,15.2,5.5
2001,10,24.7,19.1,2.3
2001,11,14.9,21.1,3.6
2001,12,49.5,18.6,4.0
2002,01,56.8,18.6,5.2
2002,02,103.8,16.8,5.9
2002,03,58.9,17.9,5.6
2002,04,15.8,17.8,4.2
2002,05,3.5,16.4,0.5
2002,06,5.2,15.3,-3.0
2002,07,7.6,11.9,-2.9
2002,08,5.2,15.7,-2.2
2002,09,5.5,16.8,0.1
2002,10,33.0,18.4,3.4
2002,11,29.1,19.9,3.7
2002,12,16.5,20.0,4.6
2003,01,93.3,18.8,5.8
2003,02,74.0,18.7,5.8
2003,03,25.3,17.3,5.2
2003,04,4.1,17.9,0.7
2003,05,3.2,15.8,-1.1
2003,06,0.0,15.3,-6.2
2003,07,9.9,14.3,-4.7
2003,08,4.2,15.3,-5.3
2003,09,3.0,16.4,-0.7
2003,10,10.0,19.4,1.2
2003,11,1.7,20.1,2.4
2003,12,47.5,18.8,5.4
2004,01,80.7,16.4,6.8
2004,02,63.0,17.9,6.2
2004,03,17.9,18.0,5.5
2004,04,3.1,18.1,2.6
2004,05,0.0,15.2,-4.9
2004,06,3.2,14.7,-5.7
2004,07,11.4,13.6,-4.3
2004,08,28.4,14.1,0.1
2004,09,3.5,17.4,1.2
2004,10,0.5,19.1,1.6
2004,11,5.5,20.0,3.2
2004,12,21.6,19.5,5.2
2005,01,76.8,16.9,6.5
2005,02,183.1,15.7,6.2
2005,03,18.0,18.6,5.2
2005,04,24.0,17.4,3.1
2005,05,0.0,15.6,-2.9
2005,06,0.0,14.6,-6.2
2005,07,0.0,14.9,-4.9
2005,08,0.0,15.4,-3.3
2005,09,21.0,15.5,-0.5
2005,10,12.8,17.0,3.2
2005,11,40.4,17.8,5.2
2005,12,39.3,17.2,6.6
2006,01,161.9,14.6,6.3
2006,02,93.5,15.6,5.7
2006,03,64.1,17.7,5.8
2006,04,4.9,16.8,2.5
2006,05,0.9,14.8,-2.8
2006,06,0.0,14.4,-4.8
2006,07,0.0,14.0,-5.4
2006,08,0.6,14.8,-3.5
2006,09,2.0,16.3,0.5
2006,10,19.1,18.7,3.6
2006,11,17.9,19.4,5.7
2006,12,23.0,18.9,6.6
2007,01,139.4,16.7,6.6
2007,02,56.9,16.6,6.6
2007,03,96.2,15.4,5.7
2007,04,9.6,19.0,1.1
2007,05,2.0,15.4,-3.7
2007,06,0.0,15.7,-4.6
2007,07,0.5,12.7,-5.6
2007,08,5.6,16.2,-4.3
2007,09,14.4,16.4,2.0
2007,10,10.8,20.1,-1.4
2007,11,23.9,20.0,1.9
2007,12,63.0,19.8,3.5
2008,01,245.3,15.9,6.7
2008,02,61.1,19.6,3.4
2008,03,27.6,17.6,2.5
2008,04,4.7,17.6,-1.7
2008,05,0.0,16.7,-4.2
2008,06,0.0,16.2,-5.2
2008,07,0.0,16.3,-5.8
2008,08,4.5,18.2,-4.7
2008,09,0.0,20.5,-2.1
2008,10,20.5,22.5,2.7
2008,11,0.0,23.9,4.9
2008,12,55.0,19.6,3.7
2009,01,113.0,21.2,7.1
2009,02,42.9,22.2,8.5
2009,03,45.3,19.3,4.9
2009,04,11.8,16.5,0.5
2009,05,0.0,17.0,-3.5
2009,06,0.0,13.4,-6.5
2009,07,0.0,13.9,-4.3
2009,08,0.0,16.0,-5.2
2009,09,9.8,17.6,-3.3
2009,10,0.0,18.6,1.2
2009,11,23.8,21.1,5.7
2009,12,81.7,19.0,6.4
2010,01,87.8,17.6,6.6
2010,02,74.6,18.5,7.5
2010,03,18.8,19.8,5.2
2010,04,3.2,18.8,2.7
2010,05,37.2,14.8,-0.5
2010,06,0.0,15.0,-3.6
2010,07,0.0,15.0,-5.7
2010,08,1.1,17.8,-2.8
2010,09,6.2,18.7,0.9
2010,10,7.4,19.0,1.5
2010,11,1.3,19.8,2.9
2010,12,34.3,20.0,6.2
2011,01,58.6,18.4,5.7
2011,02,238.4,14.6,5.3
2011,03,84.7,16.3,5.1
2011,04,19.1,18.7,1.7
2011,05,7.8,17.4,-1.8
2011,06,0.0,12.9,-4.0
2011,07,0.0,13.8,-3.1
2011,08,0.0,16.0,-2.8
2011,09,0.0,17.1,0.4
2011,10,0.0,18.7,0.7
2011,11,8.1,20.1,4.4
2011,12,85.7,19.7,4.2
2012,01,96.4,16.6,5.6
2012,02,130.4,16.3,5.4
2012,03,40.8,17.0,4.6
2012,04,32.4,16.5,2.4
2012,05,0.0,15.1,-3.1
2012,06,0.2,13.5,-5.5
2012,07,0.0,14.2,-4.7
2012,08,0.0,15.9,-2.7
2012,09,0.4,17.9,0.2
2012,10,6.0,20.1,2.8
2012,11,24.5,19.4,5.2
2012,12,69.1,17.6,6.2
2013,01,114.7,17.0,6.2
2013,02,86.1,16.1,5.9
2013,03,22.8,19.0,4.7
2013,04,0.7,18.9,-0.3
2013,05,8.6,17.0,-1.3
2013,06,17.4,14.0,-3.0
2013,07,9.0,15.8,-2.2
2013,08,23.9,16.5,-3.2
2013,09,4.0,17.5,-0.6
2013,10,11.9,18.8,2.7
2013,11,7.2,20.0,4.2
2013,12,117.7,17.3,6.0
2014,01,131.2,15.8,5.8
2014,02,44.7,16.7,4.8
2014,03,5.7,19.0,3.7
2014,04,2.4,19.0,2.8
2014,05,1.8,16.9,-2.5
2014,06,4.2,16.7,-5.1
2014,07,7.2,16.0,-5.8
2014,08,10.4,16.2,-1.4
2014,09,8.9,17.3,1.9
2014,10,18.4,18.9,3.5
2014,11,9.6,19.3,4.0
2014,12,12.1,19.5,4.6
2015,01,64.0,17.1,5.1
2015,02,66.7,17.8,4.9
2015,03,55.0,17.9,4.4
2015,04,25.0,18.1,3.7
2015,05,3.5,16.4,-3.8
2015,06,0.0,17.5,-4.9
2015,07,0.2,15.7,-5.3
2015,08,7.9,16.9,-2.8
2015,09,1.0,18.5,0.0
2015,10,13.0,18.8,2.4
2015,11,14.8,20.0,3.9
2015,12,5.0,20.2,5.4
2016,01,5.6,21.8,6.2
2016,02,109.6,18.8,6.9
2016,03,2.0,21.1,4.0
2016,04,16.4,18.7,2.6
2016,05,0.0,15.9,-2.9
2016,06,1.2,13.6,-4.8
2016,07,0.8,14.7,-5.2
2016,08,0.0,16.0,-4.7
2016,09,4.8,18.6,-0.7
2016,10,14.4,19.0,1.2
2016,11,2.2,20.3,1.8
2016,12,36.8,20.9,5.0
2017,01,74.6,17.8,6.3
2017,02,65.0,19.4,6.5
2017,03,41.0,17.4,5.7
2017,04,5.4,17.5,2.0
2017,05,8.1,16.4,-0.1
2017,06,0.4,13.7,-5.2
2017,07,6.2,14.2,-5.0
2017,08,0.0,15.9,-4.7
2017,09,14.0,17.1,0.7
2017,10,12.0,19.2,0.5
2017,11,22.4,21.0,2.8
2017,12,65.6,19.3,5.7
2018,01,95.6,17.5,5.7
2018,02,123.0,16.4,5.8
2018,03,71.4,17.5,4.9
2018,04,1.5,19.1,2.5
2018,05,1.9,17.6,-2.7
2018,06,4.9,14.4,-2.9
2018,07,6.4,15.9,-2.3
2018,08,9.0,16.6,-0.8
2018,09,2.4,19.3,-0.5
2018,10,21.9,19.1,4.3
2018,11,21.4,21.3,5.7
2018,12,90.3,19.3,4.9
2019,01,137.2,18.3,6.2
2019,02,192.6,17.3,6.1
2019,03,19.3,18.7,4.1
2019,04,17.2,18.0,3.0
2019,05,0.4,18.2,-1.8
2019,06,2.1,18.4,-2.6
2019,07,3.4,16.7,-5.1
2019,08,0.0,18.6,-2.8
2019,09,26.9,18.8,2.5
2019,10,8.4,20.0,2.8
2019,11,17.5,19.9,5.4
2019,12,56.4,21.1,5.5
2020,01,77.7,19.7,6.0
2020,02,67.5,19.6,6.2
2020,03,60.4,19.2,5.7
2020,04,1.4,19.6,1.9
2020,05,1.4,18.3,-1.8
2020,06,0.0,18.1,-3.6
2020,07,0.0,17.3,-4.9
2020,08,0.0,18.4,-2.9
2020,09,7.1,19.8,1.4
2020,10,23.2,19.5,3.3
2020,11,8.5,20.4,2.8
2020,12,62.8,20.2,5.4
