anio,mes,pp,tmax,tmin
1975,01,180.8,16.0,4.5
1975,02,161.0,15.3,5.3
1975,03,47.9,16.9,4.0
1975,04,17.2,18.2,0.1
1975,05,0.0,16.0,-2.4
1975,06,14.2,14.0,-4.0
1975,07,0.0,14.1,-8.1
1975,08,0.0,16.7,-5.6
1975,09,6.7,16.7,-1.5
1975,10,18.6,17.7,-0.4
1975,11,3.4,20.0,0.3
1975,12,109.4,17.1,3.9
1976,01,132.4,14.5,4.5
1976,02,84.0,16.8,4.2
1976,03,41.5,17.4,3.4
1976,04,30.8,17.5,-1.4
1976,05,0.0,15.5,-4.6
1976,06,0.0,14.7,-6.6
1976,07,0.1,14.6,-5.2
1976,08,35.3,14.3,-4.5
1976,09,24.5,14.6,0.2
1976,10,0.0,19.9,-2.6
1976,11,0.0,19.9,-0.8
1976,12,65.4,19.5,3.0
1977,01,87.9,19.0,3.6
1977,02,204.2,16.7,4.5
1977,03,88.7,16.4,4.4
1977,04,4.0,18.1,-1.3
1977,05,6.8,15.0,-4.2
1977,06,0.0,14.4,-8.1
1977,07,0.0,15.1,-6.2
1977,08,0.0,16.6,-6.6
1977,09,2.8,17.4,-1.5
1977,10,8.2,19.0,0.8
1977,11,58.8,18.5,3.6
1977,12,105.0,17.9,3.4
1978,01,168.4,15.6,5.1
1978,02,100.4,16.3,4.2
1978,03,53.7,16.5,2.8
1978,04,25.1,17.1,0.6
1978,05,0.0,16.6,-4.5
1978,06,0.0,14.9,-6.3
1978,07,14.2,14.5,-8.9
1978,08,11.9,15.6,-3.2
1978,09,1.5,17.0,-3.8
1978,10,4.0,18.7,-0.6
1978,11,44.1,18.8,3.2
1978,12,144.7,17.7,4.3
1979,01,188.7,14.5,4.9
1979,02,31.8,17.9,3.8
1979,03,104.5,16.6,4.5
1979,04,6.2,17.4,0.0
1979,05,2.9,16.9,-4.9
1979,06,0.0,16.0,-4.8
1979,07,6.3,14.4,-5.8
1979,08,0.0,16.7,-6.2
1979,09,3.9,18.9,-3.5
1979,10,22.8,18.5,1.1
1979,11,22.4,21.0,2.0
1979,12,145.7,17.9,3.6
1980,01,51.8,19.0,3.5
1980,02,28.9,19.2,3.3
1980,03,111.6,16.3,4.4
1980,04,9.7,18.4,-0.9
1980,05,2.3,16.9,-4.9
1980,06,0.0,16.6,-6.2
1980,07,14.3,14.6,-3.6
1980,08,6.7,16.5,-4.1
1980,09,27.3,16.1,-0.9
1980,10,47.0,18.5,2.2
1980,11,9.4,21.1,1.6
1980,12,56.4,19.9,2.2
1981,01,101.3,17.3,5.3
1981,02,132.6,15.9,5.0
1981,03,69.9,17.2,4.2
1981,04,25.7,16.8,-0.2
1981,05,0.0,17.0,-5.1
1981,06,0.0,14.7,-8.4
1981,07,0.0,15.5,-8.3
1981,08,25.9,14.2,-3.3
1981,09,14.9,15.1,-1.7
1981,10,12.5,19.1,0.0
1981,11,12.2,20.6,2.6
1981,12,119.1,19.3,4.7
1982,01,195.9,16.3,5.0
1982,02,16.7,18.9,3.6
1982,03,80.6,17.0,3.6
1982,04,40.7,16.7,0.2
1982,05,0.0,15.9,-6.5
1982,06,0.0,14.3,-7.6
1982,07,0.0,15.4,-7.1
1982,08,0.0,16.3,-4.9
1982,09,33.3,16.4,-1.9
1982,10,57.7,18.7,1.5
1982,11,19.0,19.7,3.4
1982,12,10.6,20.4,2.7
1983,01,12.0,21.5,3.9
1983,02,44.9,20.1,4.2
1983,03,45.0,22.3,2.8
1983,04,12.5,20.2,1.3
1983,05,0.0,18.2,-3.8
1983,06,0.0,15.8,-6.6
1983,07,0.0,17.0,-6.5
1983,08,3.7,17.4,-3.8
1983,09,47.3,17.7,-0.8
1983,10,3.9,20.0,-0.4
1983,11,13.4,21.0,-1.3
1983,12,101.6,19.5,3.3
1984,01,222.6,14.1,4.7
1984,02,195.9,13.6,4.3
1984,03,81.4,15.5,4.6
1984,04,18.4,17.4,1.1
1984,05,0.0,17.0,-3.3
1984,06,16.7,15.2,-3.7
1984,07,0.0,15.0,-6.1
1984,08,0.0,15.5,-5.2
1984,09,0.0,17.6,-4.3
1984,10,44.7,19.2,2.6
1984,11,140.2,18.4,3.6
1984,12,51.2,19.1,2.8
1985,01,158.9,17.0,4.3
1985,02,162.8,15.3,4.9
1985,03,59.2,17.7,3.6
1985,04,95.6,17.1,2.3
1985,05,0.0,16.9,-1.8
1985,06,29.1,14.4,-3.9
1985,07,0.0,14.6,-7.2
1985,08,7.5,17.4,-4.8
1985,09,16.6,16.5,-0.5
1985,10,0.0,19.4,-0.5
1985,11,198.5,16.4,2.9
1985,12,63.7,16.4,4.8
1986,01,74.4,17.7,4.5
1986,02,76.7,16.9,4.4
1986,03,208.6,16.4,4.2
1986,04,19.7,17.7,1.7
1986,05,0.0,16.2,-5.0
1986,06,0.0,15.9,-7.5
1986,07,0.0,13.6,-8.4
1986,08,17.0,15.7,-4.9
1986,09,0.0,17.3,-1.5
1986,10,0.0,19.2,-1.5
1986,11,11.8,20.1,2.4
1986,12,216.7,17.1,4.5
1987,01,218.2,16.2,5.9
1987,02,32.0,18.5,2.6
1987,03,9.5,18.0,2.8
1987,04,7.9,18.6,0.1
1987,05,13.7,17.2,-2.8
1987,06,3.6,14.9,-5.2
1987,07,21.7,14.3,-4.7
1987,08,0.0,17.5,-5.6
1987,09,7.6,18.4,-3.1
1987,10,87.7,19.1,0.3
1987,11,60.0,19.9,3.9
1987,12,19.3,21.1,2.8
1988,01,172.4,18.2,4.9
1988,02,12.9,18.6,3.6
1988,03,177.2,16.6,4.8
1988,04,93.5,17.1,2.0
1988,05,0.0,16.6,-2.2
1988,06,5.2,15.6,-7.0
1988,07,0.0,16.2,-6.6
1988,08,0.4,19.2,-5.7
1988,09,28.9,18.8,-1.4
1988,10,0.0,19.8,-0.3
1988,11,0.0,20.9,1.2
1988,12,73.8,19.4,3.9
1989,01,123.8,17.6,4.2
1989,02,76.4,17.3,4.4
1989,03,105.4,17.1,3.9
1989,04,14.4,16.5,1.2
1989,05,0.0,16.8,-2.7
1989,06,0.0,15.9,-4.3
1989,07,0.0,14.8,-5.8
1989,08,0.0,16.2,-5.1
1989,09,2.5,18.8,-3.1
1989,10,3.0,20.5,0.5
1989,11,35.9,20.2,0.5
1989,12,36.5,21.3,3.3
1990,01,150.0,17.6,5.0
1990,02,36.0,18.6,3.0
1990,03,36.9,18.9,1.6
1990,04,9.6,18.3,0.3
1990,05,5.2,17.2,-3.6
1990,06,43.6,12.8,-3.7
1990,07,0.0,14.7,-7.5
1990,08,9.2,16.0,-5.2
1990,09,0.0,18.1,-4.6
1990,10,26.1,18.5,1.2
1990,11,44.8,19.4,3.4
1990,12,62.7,18.1,4.0
1991,01,142.8,17.4,4.2
