"anio","mes","pp","tmax","tmin","spi3"
1975,1,180.8,16,4.5,NA
1975,2,161,15.3,5.3,NA
1975,3,47.9,16.9,4,0.975067511481328
1975,4,17.2,18.2,0.1,0.518710088688936
1975,5,0,16,-2.4,-0.548789394646698
1975,6,14.2,14,-4,0.279224452422553
1975,7,0,14.1,-8.1,0.534310052869369
1975,8,0,16.7,-5.6,0.292027812621332
1975,9,6.7,16.7,-1.5,-0.469855253247989
1975,10,18.6,17.7,-0.4,-0.0548194671760293
1975,11,3.4,20,0.3,-0.556492003717267
1975,12,109.4,17.1,3.9,0.307127091350158
1976,1,132.4,14.5,4.5,0.266156990850966
1976,2,84,16.8,4.2,0.353811650740305
1976,3,41.5,17.4,3.4,-0.328502928938669
1976,4,30.8,17.5,-1.4,-0.308346684256338
1976,5,0,15.5,-4.6,-0.366803814735242
1976,6,0,14.7,-6.6,0.261373812405804
1976,7,0.1,14.6,-5.2,-0.319573381533223
1976,8,35.3,14.3,-4.5,1.07117639850138
1976,9,24.5,14.6,0.2,1.58687337282667
1976,10,0,19.9,-2.6,1.01621905152823
1976,11,0,19.9,-0.8,-0.701328803413835
1976,12,65.4,19.5,3,-1.05999605669168
1977,1,87.9,19,3.6,-0.841777571916569
1977,2,204.2,16.7,4.5,0.62747690653106
1977,3,88.7,16.4,4.4,0.897177546347609
1977,4,4,18.1,-1.3,1.19915887572359
1977,5,6.8,15,-4.2,0.226362218478439
1977,6,0,14.4,-8.1,-0.494901731111021
1977,7,0,15.1,-6.2,0.173029376461092
1977,8,0,16.6,-6.6,-0.640666889919105
1977,9,2.8,17.4,-1.5,-0.85241277021693
1977,10,8.2,19,0.8,-0.801582627862066
1977,11,58.8,18.5,3.6,0.503481897544141
1977,12,105,17.9,3.4,0.924530404512415
1978,1,168.4,15.6,5.1,1.08046096989866
1978,2,100.4,16.3,4.2,0.762006573307502
1978,3,53.7,16.5,2.8,0.354824504075668
1978,4,25.1,17.1,0.6,-0.0137729335850051
1978,5,0,16.6,-4.5,-0.212883599202067
1978,6,0,14.9,-6.3,0.0813273095018592
1978,7,14.2,14.5,-8.9,0.534310052869369
1978,8,11.9,15.6,-3.2,0.771276793768109
1978,9,1.5,17,-3.8,0.638028026687346
1978,10,4,18.7,-0.6,-0.422224005471358
1978,11,44.1,18.8,3.2,0.0461197396711331
1978,12,144.7,17.7,4.3,1.20434011224075
1979,1,188.7,14.5,4.9,1.44998442957367
1979,2,31.8,17.9,3.8,0.691518252378414
1979,3,104.5,16.6,4.5,0.379353165311074
1979,4,6.2,17.4,0,-0.50027770319818
1979,5,2.9,16.9,-4.9,0.491538438341724
1979,6,0,16,-4.8,-0.581949168824767
1979,7,6.3,14.4,-5.8,0.301937133487063
1979,8,0,16.7,-6.2,-0.141124779118214
1979,9,3.9,18.9,-3.5,-0.210321456666968
1979,10,22.8,18.5,1.1,0.00255134352411477
1979,11,22.4,21,2,0.0335271912899984
1979,12,145.7,17.9,3.6,1.17961277946553
1980,1,51.8,19,3.5,-0.00600268729536489
1980,2,28.9,19.2,3.3,-0.641013169925142
1980,3,111.6,16.3,4.4,-1.1538524780624
1980,4,9.7,18.4,-0.9,-0.391699713372646
1980,5,2.3,16.9,-4.9,0.666703282053339
1980,6,0,16.6,-6.2,-0.436578765824966
1980,7,14.3,14.6,-3.6,0.633307405814478
1980,8,6.7,16.5,-4.1,0.58283624923146
1980,9,27.3,16.1,-0.9,1.29245673936965
1980,10,47,18.5,2.2,1.48565557037715
1980,11,9.4,21.1,1.6,0.773617623323983
1980,12,56.4,19.9,2.2,-0.0186219987631129
1981,1,101.3,17.3,5.3,-0.650721547488123
1981,2,132.6,15.9,5,0.0255086560747454
1981,3,69.9,17.2,4.2,0.167223082302887
1981,4,25.7,16.8,-0.2,0.540762768926114
1981,5,0,17,-5.1,0.148647497908865
1981,6,0,14.7,-8.4,0.101257622416746
1981,7,0,15.5,-8.3,-0.333005098197297
1981,8,25.9,14.2,-3.3,0.764260223815663
1981,9,14.9,15.1,-1.7,1.07916979114708
1981,10,12.5,19.1,0,0.852047519995171
1981,11,12.2,20.6,2.6,-0.22091703134423
1981,12,119.1,19.3,4.7,0.507579922825271
1982,1,195.9,16.3,5,1.03772456868311
1982,2,16.7,18.9,3.6,0.406037213865655
1982,3,80.6,17,3.6,0.0574495377847968
1982,4,40.7,16.7,0.2,-0.565601585706086
1982,5,0,15.9,-6.5,0.627261992960764
1982,6,0,14.3,-7.6,0.534582138715233
1982,7,0,15.4,-7.1,-0.333005098197297
1982,8,0,16.3,-4.9,-0.640666889919105
1982,9,33.3,16.4,-1.9,0.841173441111352
1982,10,57.7,18.7,1.5,1.68102461934669
1982,11,19,19.7,3.4,1.21847860174005
1982,12,10.6,20.4,2.7,-0.530356467700423
1983,1,12,21.5,3.9,-3.22365950809813
1983,2,44.9,20.1,4.2,-3.26199816311446
1983,3,45,22.3,2.8,-2.70776211567149
1983,4,12.5,20.2,1.3,-1.14298860900852
1983,5,0,18.2,-3.8,-0.756655373339363
1983,6,0,15.8,-6.6,-0.412980745782389
1983,7,0,17,-6.5,-0.333005098197297
1983,8,3.7,17.4,-3.8,-0.323021159290242
1983,9,47.3,17.7,-0.8,1.3644106617114
1983,10,3.9,20,-0.4,0.893561101913869
1983,11,13.4,21,-1.3,0.394157219975031
1983,12,101.6,19.5,3.3,0.0919201285995061
1984,1,222.6,14.1,4.7,1.12615133966137
1984,2,195.9,13.6,4.3,1.82693406522381
1984,3,81.4,15.5,4.6,1.85615735780326
1984,4,18.4,17.4,1.1,1.18855756166499
1984,5,0,17,-3.3,0.232255602438262
1984,6,16.7,15.2,-3.7,0.385331933300871
1984,7,0,15,-6.1,0.637290540518647
1984,8,0,15.5,-5.2,0.405369892786389
1984,9,0,17.6,-4.3,-1.23349456196869
1984,10,44.7,19.2,2.6,0.61445264227783
1984,11,140.2,18.4,3.6,2.20923522557764
1984,12,51.2,19.1,2.8,1.73013192995661
1985,1,158.9,17,4.3,1.23177886104158
1985,2,162.8,15.3,4.9,0.754679984749031
1985,3,59.2,17.7,3.6,0.898059280153158
1985,4,95.6,17.1,2.3,1.37785721395652
1985,5,0,16.9,-1.8,1.16009003832993
1985,6,29.1,14.4,-3.9,2.0241677576615
1985,7,0,14.6,-7.2,1.06722572776673
1985,8,7.5,17.4,-4.8,1.10668029577126
1985,9,16.6,16.5,-0.5,0.500670423360748
1985,10,0,19.4,-0.5,-0.105580382454154
1985,11,198.5,16.4,2.9,2.53906296768692
1985,12,63.7,16.4,4.8,2.01800494720613
1986,1,74.4,17.7,4.5,1.11772599776904
1986,2,76.7,16.9,4.4,-0.775334763563729
1986,3,208.6,16.4,4.2,0.707636322104131
1986,4,19.7,17.7,1.7,1.27000757625324
1986,5,0,16.2,-5,2.1123642805091
1986,6,0,15.9,-7.5,-0.110643996437351
1986,7,0,13.6,-8.4,-0.333005098197297
1986,8,17,15.7,-4.9,0.418419682389758
1986,9,0,17.3,-1.5,0.18046769073284
1986,10,0,19.2,-1.5,-0.443301949153664
1986,11,11.8,20.1,2.4,-1.19248118054654
1986,12,216.7,17.1,4.5,1.64256529795091
1987,1,218.2,16.2,5.9,1.96325054215072
1987,2,32,18.5,2.6,1.46518839283562
1987,3,9.5,18,2.8,-0.307990713717007
1987,4,7.9,18.6,0.1,-2.36091593693708
1987,5,13.7,17.2,-2.8,-1.68119922464199
1987,6,3.6,14.9,-5.2,0.0846665641708664
1987,7,21.7,14.3,-4.7,1.34873552349301
1987,8,0,17.5,-5.6,0.743042043853218
1987,9,7.6,18.4,-3.1,0.701027485813145
1987,10,87.7,19.1,0.3,1.76103806130388
1987,11,60,19.9,3.9,1.85321285782648
1987,12,19.3,21.1,2.8,0.854040152379755
1988,1,172.4,18.2,4.9,0.333034082785249
1988,2,12.9,18.6,3.6,-0.897619271087039
1988,3,177.2,16.6,4.8,0.733200773041173
1988,4,93.5,17.1,2,1.08007900503665
1988,5,0,16.6,-2.2,2.57581859553934
1988,6,5.2,15.6,-7,1.65279409528059
1988,7,0,16.2,-6.6,0.0781282969759908
1988,8,0.4,19.2,-5.7,-0.187465779592072
1988,9,28.9,18.8,-1.4,0.701027485813145
1988,10,0,19.8,-0.3,0.104326119558678
1988,11,0,20.9,1.2,-0.549829096590812
1988,12,73.8,19.4,3.9,-0.844069017849348
1989,1,123.8,17.6,4.2,-0.263883439879273
1989,2,76.4,17.3,4.4,-0.134262278965174
1989,3,105.4,17.1,3.9,0.185609233888759
1989,4,14.4,16.5,1.2,0.188902079863494
1989,5,0,16.8,-2.7,0.601275117380306
1989,6,0,15.9,-4.3,-0.32677103204442
1989,7,0,14.8,-5.8,-0.333005098197297
1989,8,0,16.2,-5.1,-0.640666889919105
1989,9,2.5,18.8,-3.1,-0.888369422390698
1989,10,3,20.5,0.5,-1.23224634918256
1989,11,35.9,20.2,0.5,-0.170312871699376
