"anio","mes","pp","tmax","tmin","spi3"
1975,1,119.3,NA,NA,NA
1975,2,165.7,NA,NA,NA
1975,3,60.5,NA,NA,1.07950479375384
1975,4,15.9,NA,NA,1.15447133406233
1975,5,6.4,NA,NA,0.686747510805895
1975,6,4.6,NA,NA,1.05589717706373
1975,7,0,NA,NA,1.14822637603875
1975,8,16,NA,NA,1.23054216309504
1975,9,0,NA,NA,0.635530822300967
1975,10,50.3,NA,NA,1.77249676978401
1975,11,0,NA,NA,0.750008709832036
1975,12,28,NA,NA,0.192035082940039
1976,1,210,NA,NA,0.826942541647132
1976,2,45,NA,NA,0.59302396866407
1976,3,0,NA,NA,0.35318327356407
1976,4,0,NA,NA,-1.21946171398929
1976,5,0,NA,NA,-1.35973738393861
1976,6,0,NA,NA,-0.709102503409024
1976,7,0,NA,NA,-0.333005098197297
1976,8,0,NA,NA,-0.450744212615359
1976,9,0,NA,NA,-0.640666889919105
1976,10,0,NA,NA,-0.938814316876903
1976,11,18,NA,NA,-0.213175228327183
1976,12,83,NA,NA,0.540192260706997
1977,1,104,NA,NA,0.518110526752577
1977,2,143,NA,NA,0.999881505047028
1977,3,135.7,NA,NA,1.34200749169015
1977,4,17,NA,NA,1.56707757192348
1977,5,0,NA,NA,1.75055979883612
1977,6,0,NA,NA,0.583516291395261
1977,7,0,NA,NA,-0.333005098197297
1977,8,0,NA,NA,-0.450744212615359
1977,9,0,NA,NA,-0.640666889919105
1977,10,35,NA,NA,0.820842667006033
1977,11,79,NA,NA,1.83043836792097
1977,12,129.8,NA,NA,2.03272921871055
1978,1,135.2,NA,NA,1.6630261466923
1978,2,73.3,NA,NA,1.06773518450336
1978,3,43.9,NA,NA,0.329973269470612
1978,4,0,NA,NA,-0.100396298565762
1978,5,0,NA,NA,-0.161142463723303
1978,6,0,NA,NA,-0.709102503409024
1978,7,0,NA,NA,-0.333005098197297
1978,8,0,NA,NA,-0.450744212615359
1978,9,0,NA,NA,-0.640666889919105
1978,10,28,NA,NA,0.54794676470586
1978,11,32,NA,NA,0.954882367890152
1978,12,98.6,NA,NA,1.24247058998
1979,1,299.5,NA,NA,2.22816780453139
1979,2,20,NA,NA,1.67131996211768
1979,3,22,NA,NA,1.05021429272672
1979,4,0,NA,NA,-1.27356441637797
1979,5,0,NA,NA,-0.81055669184622
1979,6,0,NA,NA,-0.709102503409024
1979,7,0,NA,NA,-0.333005098197297
1979,8,0,NA,NA,-0.450744212615359
1979,9,0,NA,NA,-0.640666889919105
1979,10,0,NA,NA,-0.938814316876903
1979,11,15,NA,NA,-0.350028732533114
1979,12,228,NA,NA,2.02617192583029
1980,1,0,NA,NA,0.871249982876879
1980,2,17,NA,NA,0.230253145865583
1980,3,83,NA,NA,-1.48137538634301
1980,4,0,NA,NA,-0.328994358504459
1980,5,0,NA,NA,0.690440212997276
1980,6,0,NA,NA,-0.709102503409024
1980,7,0,NA,NA,-0.333005098197297
1980,8,3,NA,NA,0.142196155399683
1980,9,10,NA,NA,0.460184841966437
1980,10,0,NA,NA,-0.183141203169387
1980,11,6,NA,NA,-0.302602132305735
1980,12,20,NA,NA,-0.995303316650377
1981,1,130,NA,NA,-0.00798554803943306
1981,2,97.4,NA,NA,0.254225738169624
1981,3,60,NA,NA,0.630140243856099
1981,4,0,NA,NA,0.367021099883317
1981,5,6,NA,NA,0.355874712979101
1981,6,0,NA,NA,-0.14433732776296
1981,7,0,NA,NA,0.676661712788574
1981,8,22,NA,NA,1.28813035983169
1981,9,24,NA,NA,1.86036354839327
1981,10,2,NA,NA,1.25799127565169
1981,11,0,NA,NA,0.0914186519838271
