anio,mes,pp,tmax,tmin
1975,01,98.7,,
1975,02,89.4,,
1975,03,26.3,,
1975,04,9.5,,
1975,05,4.4,,
1975,06,6.9,,
1975,07,0.0,,
1975,08,0.7,,
1975,09,7.5,,
1975,10,10.7,,
1975,11,7.1,,
1975,12,56.8,,
1976,01,87.5,,
1976,02,40.6,,
1976,03,23.6,,
1976,04,11.1,,
1976,05,0.5,,
1976,06,1.0,,
1976,07,4.8,,
1976,08,17.2,,
1976,09,16.3,,
1976,10,0.0,,
1976,11,1.7,,
1976,12,30.8,,
1977,01,33.9,,
1977,02,64.1,,
1977,03,76.1,,
1977,04,2.2,,
1977,05,3.9,,
1977,06,0.0,,
1977,07,0.0,,
1977,08,0.0,,
1977,09,1.4,,
1977,10,6.5,,
1977,11,32.4,,
1977,12,52.7,,
1978,01,89.6,,
1978,02,26.7,,
1978,03,23.7,,
1978,04,19.8,,
1978,05,0.0,,
1978,06,0.0,,
1978,07,0.0,,
1978,08,1.8,,
1978,09,0.0,,
1978,10,6.6,,
1978,11,36.1,,
1978,12,59.4,,
1979,01,111.8,,
1979,02,26.1,,
1979,03,52.1,,
1979,04,4.9,,
1979,05,0.7,,
1979,06,0.2,,
1979,07,3.4,,
1979,08,0.1,,
1979,09,2.4,,
1979,10,13.2,,
1979,11,10.1,,
1979,12,71.0,,
1980,01,30.9,,
1980,02,21.5,,
1980,03,72.5,,
1980,04,0.0,,
1980,05,3.5,,
1980,06,0.0,,
1980,07,19.7,,
1980,08,7.9,,
1980,09,11.0,,
1980,10,15.3,,
1980,11,25.5,,
1980,12,54.9,,
1981,01,87.4,,
1981,02,69.4,,
1981,03,70.8,,
1981,04,0.0,,
1981,05,0.0,,
1981,06,0.0,,
1981,07,0.0,,
1981,08,1.8,,
1981,09,12.4,,
1981,10,8.4,,
1981,11,32.7,,
1981,12,58.6,,
1982,01,144.0,,
1982,02,57.2,,
1982,03,27.7,,
1982,04,2.7,,
1982,05,0.2,,
1982,06,0.0,,
1982,07,0.0,,
1982,08,0.0,,
1982,09,9.2,,
1982,10,14.6,,
1982,11,17.7,,
1982,12,4.4,,
1983,01,10.0,,
1983,02,21.6,,
1983,03,3.0,,
1983,04,1.3,,
1983,05,0.0,,
1983,06,0.0,,
1983,07,0.0,,
1983,08,5.3,,
1983,09,10.0,,
1983,10,0.0,,
1983,11,2.6,,
1983,12,29.5,,
1984,01,129.7,,
1984,02,121.6,,
1984,03,46.2,,
1984,04,0.0,,
1984,05,0.0,,
1984,06,7.8,,
1984,07,0.0,,
1984,08,0.0,,
1984,09,0.0,,
1984,10,12.6,,
1984,11,31.9,,
1984,12,70.5,,
1985,01,38.3,,
1985,02,33.3,,
1985,03,20.8,,
1985,04,0.0,,
1985,05,0.0,,
1985,06,0.0,,
1985,07,0.0,,
1985,08,4.0,,
1985,09,3.1,,
1985,10,0.9,,
1985,11,37.9,,
1985,12,35.0,,
1986,01,60.1,,
1986,02,53.0,,
1986,03,56.2,,
1986,04,50.8,,
1986,05,0.0,,
1986,06,0.0,,
1986,07,0.0,,
1986,08,8.8,,
1986,09,7.4,,
1986,10,5.6,,
1986,11,27.4,,
1986,12,64.9,,
1987,01,136.8,,
1987,02,12.2,,
1987,03,0.0,,
1987,04,0.0,,
1987,05,0.0,,
1987,06,0.0,,
1987,07,0.0,,
1987,08,0.0,,
1987,09,0.0,,
1987,10,20.6,,
1987,11,24.3,,
1987,12,20.5,,
1988,01,144.1,,
1988,02,16.2,,
1988,03,139.9,,
1988,04,26.4,,
1988,05,0.0,,
1988,06,0.0,,
1988,07,0.0,,
1988,08,0.0,,
1988,09,7.1,,
1988,10,0.0,,
1988,11,0.0,,
1988,12,13.7,,
1989,01,44.7,,
1989,02,25.2,,
1989,03,47.5,,
1989,04,37.1,,
1989,05,0.0,,
1989,06,0.0,,
1989,07,0.0,,
1989,08,0.0,,
1989,09,0.0,,
1989,10,1.0,,
1989,11,3.3,,
1989,12,4.0,,
1990,01,84.8,,
1990,02,9.5,,
1990,03,6.3,,
1990,04,19.3,,
1990,05,0.0,,
1990,06,0.0,,
1990,07,0.0,,
1990,08,7.8,,
1990,09,0.0,,
1990,10,38.8,,
1990,11,35.2,,
1990,12,39.5,,
1991,01,54.2,,
1991,02,21.0,,
1991,03,48.3,,
1991,04,0.0,,
1991,05,0.0,,
1991,06,0.0,,
1991,07,0.0,,
1991,08,0.0,,
1991,09,0.0,,
1991,10,12.1,,
1991,11,4.0,,
1991,12,12.1,,
1992,01,20.0,,
1992,02,12.6,,
1992,03,0.0,,
1992,04,0.0,,
1992,05,0.0,,
1992,06,0.0,,
1992,07,0.0,,
1992,08,5.1,,
1992,09,0.0,,
1992,10,3.0,,
1992,11,22.8,,
1992,12,28.2,,
1993,01,80.8,,
1993,02,16.9,,
1993,03,45.6,,
1993,04,20.1,,
1993,05,0.0,,
1993,06,0.0,,
1993,07,0.0,,
1993,08,26.2,,
1993,09,0.0,,
1993,10,6.5,,
1993,11,21.1,,
1993,12,45.8,,
1994,01,81.2,,
1994,02,91.3,,
1994,03,20.0,,
1994,04,6.5,,
1994,05,0.0,,
1994,06,0.0,,
1994,07,0.0,,
1994,08,0.0,,
1994,09,0.0,,
1994,10,1.2,,
1994,11,6.5,,
1994,12,26.0,,
1995,01,23.9,,
1995,02,15.0,,
1995,03,33.6,,
1995,04,0.0,,
1995,05,0.0,,
1995,06,0.0,,
1995,07,0.0,,
1995,08,0.0,,
1995,09,0.0,,
1995,10,3.2,,
1995,11,0.0,,
1995,12,30.9,,
1996,01,48.6,,
1996,02,55.3,,
1996,03,22.8,,
1996,04,21.2,,
1996,05,0.0,,
1996,06,0.0,,
1996,07,0.0,,
1996,08,6.0,,
1996,09,0.0,,
1996,10,3.3,,
1996,11,25.7,,
1996,12,41.0,,
1997,01,99.8,,
1997,02,108.1,,
1997,03,15.7,,
1997,04,24.0,,
1997,05,0.0,,
1997,06,0.0,,
1997,07,0.0,,
1997,08,10.6,,
1997,09,8.9,,
1997,10,2.1,,
1997,11,16.1,,
1997,12,12.6,,
1998,01,42.9,,
1998,02,0.0,,
1998,03,25.2,,
1998,04,0.0,,
1998,05,0.0,,
1998,06,6.2,,
1998,07,0.0,,
1998,08,0.0,,
1998,09,0.0,,
1998,10,0.0,,
1998,11,18.8,,
1998,12,3.1,,
1999,01,16.0,,
1999,02,77.7,,
1999,03,90.5,,
1999,04,8.8,,
1999,05,0.0,,
1999,06,0.0,,
1999,07,0.0,,
1999,08,0.0,,
1999,09,10.7,,
1999,10,22.2,,
1999,11,0.0,,
1999,12,13.9,,
2000,01,92.6,,
2000,02,62.8,,
2000,03,43.5,,
2000,04,0.0,,
2000,05,0.0,,
2000,06,0.0,,
2000,07,0.0,,
2000,08,4.5,,
2000,09,3.1,,
2000,10,4.4,,
2000,11,9.3,,
2000,12,14.3,,
2001,01,157.6,,
2001,02,86.1,,
2001,03,47.1,,
2001,04,10.4,,
2001,05,0.0,,
2001,06,0.0,,
2001,07,0.0,,
2001,08,0.0,,
2001,09,8.0,,
2001,10,0.0,,
2001,11,12.8,,
2001,12,0.0,,
2002,01,70.3,,
2002,02,86.8,,
2002,03,54.1,,
2002,04,37.5,,
2002,05,9.6,,
2002,06,0.0,,
2002,07,0.0,,
2002,08,0.0,,
2002,09,0.0,,
2002,10,29.5,,
2002,11,24.4,,
2002,12,19.2,,
2003,01,63.2,,
2003,02,46.1,,
2003,03,53.5,,
2003,04,3.7,,
2003,05,5.5,,
2003,06,0.0,,
2003,07,0.8,,
2003,08,2.0,,
2003,09,0.1,,
2003,10,1.8,,
2003,11,1.4,,
2003,12,49.1,,
2004,01,51.0,,
2004,02,24.5,,
2004,03,9.1,,
2004,04,12.9,,
2004,05,0.0,,
2004,06,0.0,,
2004,07,17.9,,
2004,08,3.8,,
2004,09,12.9,,
2004,10,11.2,,
2004,11,3.6,,
2004,12,0.0,,
2005,01,4.4,,
2005,02,108.9,,
2005,03,24.5,,
2005,04,6.6,,
2005,05,0.0,,
2005,06,0.0,,
2005,07,0.0,,
2005,08,1.1,,
2005,09,1.1,,
2005,10,20.8,,
2005,11,2.2,,
2005,12,2.3,,
2006,01,83.5,,
2006,02,12.4,,
