anio,mes,pp,tmax,tmin
1975,01,126.9,11.3,3.1
1975,02,127.4,11.0,4.0
1975,03,37.2,11.6,2.5
1975,04,13.7,12.2,-1.9
1975,05,6.6,11.2,-5.0
1975,06,8.8,10.4,-7.0
1975,07,0.0,10.4,-11.6
1975,08,0.1,11.5,-8.8
1975,09,5.6,11.5,-4.0
1975,10,0.8,12.0,-2.7
1975,11,8.1,13.0,-1.8
1975,12,90.1,11.8,2.3
1976,01,207.7,10.6,3.1
1976,02,68.3,11.6,2.8
1976,03,32.5,11.9,1.9
1976,04,0.0,11.9,-3.4
1976,05,0.0,10.9,-7.4
1976,06,0.0,10.6,-9.8
1976,07,0.4,10.5,-8.1
1976,08,3.0,10.4,-7.2
1976,09,7.2,10.5,-2.1
1976,10,0.0,12.9,-4.8
1976,11,0.0,12.9,-2.7
1976,12,37.1,12.7,1.4
1977,01,55.7,12.5,2.1
1977,02,227.7,11.6,3.1
1977,03,84.5,11.4,3.0
1977,04,1.3,12.2,-3.2
1977,05,2.1,10.8,-6.6
1977,06,0.0,10.4,-11.3
1977,07,0.0,10.7,-9.3
1977,08,0.0,11.4,-9.2
1977,09,0.3,11.7,-3.4
1977,10,14.0,12.5,-1.0
1977,11,56.6,12.3,2.2
1977,12,51.4,12.0,1.9
1978,01,137.5,11.1,3.8
1978,02,17.6,11.4,2.9
1978,03,61.7,11.5,1.4
1978,04,14.9,11.7,-1.2
1978,05,0.0,11.4,-7.2
1978,06,0.0,10.6,-9.6
1978,07,0.2,10.5,-12.3
1978,08,0.6,11.0,-6.0
1978,09,0.3,11.5,-6.6
1978,10,4.5,12.3,-2.7
1978,11,37.2,12.4,1.5
1978,12,108.1,11.9,2.9
1979,01,178.8,10.6,3.5
1979,02,17.5,12.0,2.5
1979,03,39.4,11.5,3.1
1979,04,0.1,11.8,-1.8
1979,05,0.0,11.5,-7.6
1979,06,0.0,11.1,-7.5
1979,07,0.0,10.4,-8.4
1979,08,0.0,11.3,-9.2
1979,09,2.6,12.3,-6.0
1979,10,5.7,12.3,-0.6
1979,11,21.3,13.3,0.4
1979,12,98.7,12.0,2.0
1980,01,45.1,12.5,1.7
1980,02,12.5,12.6,1.6
1980,03,104.5,11.4,3.0
1980,04,0.0,12.2,-3.0
1980,05,0.0,11.5,-7.8
1980,06,0.0,11.3,-8.8
1980,07,3.5,10.5,-6.1
1980,08,0.0,11.3,-6.7
1980,09,0.1,11.2,-3.0
1980,10,20.9,12.3,0.6
1980,11,1.8,13.4,-0.2
1980,12,6.2,12.9,0.6
1981,01,92.5,11.8,4.0
1981,02,136.9,11.2,3.6
1981,03,44.4,11.7,2.6
1981,04,0.0,11.5,-2.4
1981,05,0.0,11.5,-7.8
1981,06,0.0,10.5,-11.6
1981,07,0.0,10.8,-11.6
1981,08,18.7,10.4,-5.7
1981,09,3.2,10.7,-4.0
1981,10,0.1,12.5,-1.7
1981,11,31.5,13.2,1.0
1981,12,91.7,12.7,3.3
1982,01,100.3,11.4,3.6
1982,02,27.7,12.5,2.2
1982,03,67.0,11.6,2.3
1982,04,8.3,11.5,-1.7
1982,05,0.0,11.0,-9.3
1982,06,0.0,10.3,-10.7
1982,07,0.0,10.7,-10.2
1982,08,0.0,11.3,-7.4
1982,09,5.6,11.3,-3.9
1982,10,23.0,12.4,-0.1
1982,11,3.0,12.9,2.1
1982,12,20.9,13.1,1.5
1983,01,2.9,13.6,2.7
1983,02,4.4,13.0,3.0
1983,03,4.5,14.0,1.5
1983,04,0.0,13.1,-0.4
1983,05,0.8,12.0,-6.4
1983,06,0.0,11.0,-9.7
1983,07,0.5,11.6,-9.5
1983,08,0.0,11.7,-6.4
1983,09,10.5,11.9,-2.9
1983,10,15.5,12.9,-2.2
1983,11,0.0,13.4,-3.2
1983,12,28.0,12.8,1.7
1984,01,224.4,10.4,3.2
1984,02,240.3,10.5,3.1
1984,03,110.2,11.0,3.3
1984,04,0.0,11.8,-0.7
1984,05,0.0,11.6,-5.8
1984,06,0.6,10.7,-6.4
1984,07,0.0,10.6,-9.1
1984,08,0.7,10.8,-7.7
1984,09,0.0,11.7,-6.6
1984,10,20.9,12.5,1.0
1984,11,62.7,12.2,2.2
1984,12,23.9,12.4,1.4
1985,01,91.3,11.6,3.0
1985,02,79.2,10.9,3.5
1985,03,36.3,12.0,2.1
1985,04,36.7,11.6,0.6
1985,05,2.4,11.5,-4.1
1985,06,8.8,10.5,-6.7
1985,07,0.6,10.5,-10.4
1985,08,6.4,11.7,-7.5
1985,09,17.5,11.3,-2.7
1985,10,2.7,12.6,-2.7
1985,11,69.6,11.4,1.3
1985,12,60.3,11.5,3.5
1986,01,65.9,12.1,3.2
1986,02,53.8,11.7,3.0
1986,03,85.9,11.5,2.8
1986,04,34.2,12.0,-0.3
1986,05,1.5,11.3,-7.5
1986,06,0.0,11.1,-10.7
1986,07,0.0,10.2,-11.8
1986,08,6.7,11.0,-7.7
1986,09,4.7,11.7,-3.8
1986,10,3.4,12.4,-3.5
1986,11,12.4,12.9,0.6
1986,12,98.9,11.7,3.0
1987,01,151.9,11.5,4.5
1987,02,24.3,12.2,0.6
1987,03,14.0,12.1,0.9
1987,04,5.7,12.3,-2.2
1987,05,3.4,11.6,-5.5
1987,06,2.9,10.7,-8.1
1987,07,10.1,10.4,-7.4
1987,08,0.3,11.7,-8.5
1987,09,5.8,12.1,-5.5
1987,10,41.1,12.5,-1.9
1987,11,42.2,12.8,3.1
1987,12,16.1,13.4,1.2
1988,01,133.0,12.2,3.6
1988,02,27.0,12.4,2.0
1988,03,131.4,11.5,3.5
1988,04,44.4,11.7,0.2
1988,05,15.4,11.3,-4.7
1988,06,3.6,10.9,-10.3
1988,07,0.0,11.1,-9.7
1988,08,0.1,12.4,-8.5
1988,09,6.9,12.3,-3.7
1988,10,2.3,12.7,-2.5
1988,11,0.0,13.1,-0.8
1988,12,32.7,12.7,2.4
1989,01,85.5,11.9,2.7
1989,02,37.5,11.8,3.0
1989,03,55.6,11.7,2.8
1989,04,23.6,11.4,-0.8
1989,05,0.9,11.5,-4.6
1989,06,0.7,11.0,-6.6
1989,07,1.9,10.6,-8.1
1989,08,2.9,11.2,-8.5
1989,09,4.6,12.3,-5.8
1989,10,5.2,13.1,-1.6
1989,11,14.6,12.9,-1.4
1989,12,17.5,13.3,2.3
1990,01,86.4,11.9,4.0
1990,02,23.7,12.2,1.7
1990,03,17.4,12.4,0.2
1990,04,16.1,12.2,-1.9
1990,05,6.9,11.6,-7.1
1990,06,24.8,10.0,-7.5
1990,07,0.0,10.7,-12.4
1990,08,8.8,11.2,-9.3
1990,09,0.6,12.0,-8.6
1990,10,42.0,12.4,-1.8
1990,11,30.5,12.8,0.9
1990,12,52.1,12.4,1.9
1991,01,104.8,11.9,2.4
1991,02,36.9,12.3,1.6
1991,03,76.5,11.8,1.7
1991,04,7.8,11.9,-0.8
1991,05,0.0,11.6,-5.8
1991,06,6.3,10.7,-8.4
1991,07,0.2,10.8,-9.9
1991,08,0.3,11.5,-7.4
1991,09,0.8,11.2,-4.9
1991,10,11.0,12.1,-2.4
1991,11,12.0,12.2,-1.3
1991,12,39.4,12.5,-1.4
1992,01,92.5,11.2,2.2
1992,02,12.5,12.0,0.8
1992,03,4.1,12.2,-1.9
1992,04,3.5,11.9,-4.0
1992,05,0.0,11.6,-6.8
1992,06,0.2,10.6,-10.0
1992,07,0.8,10.3,-11.2
1992,08,8.4,10.6,-10.5
1992,09,0.7,11.5,-10.2
1992,10,13.5,11.9,-6.3
1992,11,24.9,11.8,-5.2
1992,12,35.6,12.3,0.9
1993,01,137.6,11.4,3.6
1993,02,16.0,11.9,-0.6
1993,03,63.2,11.3,1.6
1993,04,8.8,11.9,-1.4
1993,05,0.2,11.5,-6.3
1993,06,0.2,11.1,-8.9
1993,07,0.0,10.9,-9.3
1993,08,25.7,10.7,-7.3
1993,09,3.9,11.5,-5.0
1993,10,25.6,12.0,-1.5
1993,11,19.3,12.7,0.6
1993,12,68.6,12.5,2.8
1994,01,83.3,12.1,2.5
1994,02,94.9,11.6,1.7
1994,03,26.7,12.1,0.2
1994,04,20.6,11.8,-0.4
1994,05,0.4,11.5,-5.4
1994,06,0.2,10.8,-10.0
1994,07,0.0,11.0,-11.2
1994,08,0.0,11.5,-10.3
1994,09,3.5,12.0,-7.5
1994,10,0.6,12.2,-7.1
1994,11,8.1,12.7,-3.1
1994,12,43.7,12.4,1.5
1995,01,20.7,12.1,-0.4
1995,02,44.7,12.0,-2.6
1995,03,33.0,12.1,-3.0
1995,04,3.9,12.4,-5.8
1995,05,0.0,11.3,-5.4
1995,06,0.0,10.7,-9.1
1995,07,0.0,11.2,-12.2
1995,08,0.0,11.3,-9.2
1995,09,0.0,11.3,-5.4
1995,10,0.0,11.9,-4.9
1995,11,4.5,12.1,-5.0
1995,12,39.5,12.1,-4.8
1996,01,64.4,11.5,-3.7
1996,02,47.2,11.6,-4.7
1996,03,38.7,11.7,-4.9
