anio,mes,pp,tmax,tmin
2003,09,1.9,,
2003,10,17.9,,
2003,11,7.1,,
2003,12,75.5,,
2004,01,110.5,,
2004,02,60.2,,
2004,03,61.7,,
2004,04,19.8,,
2004,05,0.0,,
2004,06,0.0,,
2004,07,15.3,,
2004,08,11.6,,
2004,09,5.2,,
2004,10,2.1,,
2004,11,19.1,,
2004,12,40.4,,
2005,01,104.6,,
2005,02,62.0,,
2005,03,23.1,,
2005,04,15.8,,
2005,05,0.0,,
2005,06,0.0,,
2005,07,2.4,,
2005,08,0.0,,
2005,09,38.3,,
2005,10,19.2,,
2005,11,49.4,,
2005,12,49.6,,
2006,01,105.3,,
2006,02,55.3,,
2006,03,85.4,,
2006,04,9.8,,
2006,05,0.0,,
2006,06,0.0,,
2006,07,0.0,,
2006,08,0.0,,
2006,09,21.6,,
2006,10,0.0,,
2006,11,26.7,,
2006,12,43.1,,
2007,01,52.1,,
2007,02,62.2,,
2007,03,72.5,,
2007,04,0.0,,
2007,05,0.0,,
2007,06,0.0,,
2007,07,0.0,,
2007,08,0.0,,
2007,09,0.0,,
2007,10,0.0,,
2007,11,39.9,,
2007,12,44.8,,
2008,01,61.6,,
2008,02,46.2,,
2008,03,50.7,,
2008,04,24.3,,
2008,05,4.9,,
2008,06,10.9,,
2008,07,1.3,,
2008,08,4.8,,
2008,09,7.2,,
2008,10,29.3,,
2008,11,26.5,,
2008,12,124.3,,
2009,01,84.8,,
2009,02,94.7,,
2009,03,100.4,,
2009,04,20.4,,
2009,05,3.1,,
2009,06,0.0,,
2009,07,15.7,,
2009,08,6.7,,
2009,09,18.4,,
2009,10,7.7,,
2009,11,132.6,,
2009,12,135.3,,
2010,01,146.4,,
2010,02,96.5,,
2010,03,73.5,,
2010,04,28.1,,
2010,05,31.2,,
2010,06,1.2,,
2010,07,11.5,,
2010,08,9.4,,
2010,09,29.9,,
2010,10,57.0,,
2010,11,0.0,,
2010,12,80.4,,
2011,01,44.3,,
2011,02,294.9,,
2011,03,72.3,,
2011,04,24.1,,
2011,05,5.5,,
2011,06,1.5,,
2011,07,23.0,,
2011,08,1.8,,
2011,09,29.2,,
2011,10,27.1,,
2011,11,30.7,,
2011,12,114.3,,
2012,01,134.0,,
2012,02,138.9,,
2012,03,65.1,,
2012,04,30.9,,
2012,05,0.8,,
2012,06,1.9,,
2012,07,11.0,,
2012,08,4.7,,
2012,09,9.3,,
2012,10,18.9,,
2012,11,47.9,,
2012,12,127.9,,
2013,01,108.3,,
2013,02,143.0,,
2013,03,52.5,,
2013,04,17.1,,
2013,05,13.1,,
2013,06,55.1,,
2013,07,15.7,,
2013,08,21.0,,
2013,09,3.4,,
2013,10,44.3,,
2013,11,25.4,,
2013,12,95.7,,
2014,01,145.0,,
2014,02,43.6,,
2014,03,45.1,,
2014,04,14.6,,
2014,05,17.6,,
2014,06,0.1,,
2014,07,0.0,,
2014,08,19.5,,
2014,09,37.7,,
2014,10,43.8,,
2014,11,43.0,,
2014,12,42.1,,
2015,01,103.7,,
2015,02,60.2,,
2015,03,50.7,,
2015,04,76.9,,
2015,05,7.6,,
2015,06,0.0,,
2015,07,6.3,,
2015,08,21.0,,
2015,09,13.9,,
2015,10,57.6,,
2015,11,34.1,,
2015,12,64.0,,
2016,01,96.9,,
2016,02,58.7,,
2016,03,19.3,,
2016,04,65.9,,
2016,05,0.0,,
2016,06,5.2,,
2016,07,0.0,,
2016,08,0.0,,
2016,09,2.9,,
2016,10,22.9,,
2016,11,18.9,,
2016,12,18.9,,
2017,01,73.4,,
2017,02,85.5,,
2017,03,65.3,,
2017,04,20.7,,
2017,05,103.7,,
2017,06,1.9,,
2017,07,2.1,,
2017,08,0.0,,
2017,09,19.1,,
2017,10,16.9,,
2017,11,14.8,,
2017,12,21.4,,
2018,01,75.9,,
2018,02,135.0,,
2018,03,16.3,,
2018,04,2.8,,
2018,05,4.5,,
2018,06,50.7,,
2018,07,6.4,,
2018,08,14.7,,
2018,09,9.7,,
2018,10,30.4,,
2018,11,22.2,,
2018,12,59.3,,
2019,01,78.4,,
2019,02,142.0,,
2019,03,23.2,,
2019,04,10.6,,
2019,05,0.0,,
2019,06,3.6,,
2019,07,17.8,,
2019,08,0.0,,
2019,09,40.2,,
2019,10,40.3,,
2019,11,52.5,,
2019,12,65.7,,
2020,01,64.8,,
2020,02,82.0,,
2020,03,58.0,,
2020,04,9.2,,
2020,05,0.0,,
2020,06,5.8,,
2020,07,0.0,,
2020,08,0.0,,
2020,09,26.6,,
2020,10,46.8,,
2020,11,3.9,,
2020,12,58.6,,
