anio,mes,pp,tmax,tmin
1975,01,120.8,21.4,8.1
1975,02,171.2,19.5,6.6
1975,03,91.7,19.8,5.2
1975,04,7.4,21.3,0.5
1975,05,5.7,17.9,-3.6
1975,06,1.3,15.8,-6.6
1975,07,0.0,15.9,-9.6
1975,08,3.4,17.1,-9.7
1975,09,14.3,18.1,-4.2
1975,10,24.5,20.0,-2.6
1975,11,55.0,22.1,-1.3
1975,12,149.5,22.5,4.2
1976,01,83.9,20.1,5.7
1976,02,47.1,23.3,7.3
1976,03,31.3,23.4,6.0
1976,04,0.4,22.4,0.6
1976,05,0.0,19.0,-4.7
1976,06,0.0,16.2,-9.4
1976,07,0.2,15.3,-8.0
1976,08,21.3,15.0,-5.2
1976,09,32.8,17.2,-1.3
1976,10,2.2,21.7,-2.8
1976,11,12.4,22.3,-0.4
1976,12,47.7,23.1,4.1
1977,01,71.5,24.1,4.5
1977,02,141.7,23.5,6.4
1977,03,86.9,21.8,5.1
1977,04,3.7,20.8,0.3
1977,05,5.0,17.6,-4.5
1977,06,0.0,16.1,-10.2
1977,07,0.0,15.5,-9.0
1977,08,4.1,16.4,-8.1
1977,09,5.2,19.4,-3.0
1977,10,20.4,21.8,0.4
1977,11,29.0,23.5,3.5
1977,12,107.2,21.0,4.4
1978,01,119.1,16.6,7.3
1978,02,75.5,18.9,7.1
1978,03,46.1,19.6,6.7
1978,04,19.0,19.9,4.3
1978,05,0.0,20.5,-2.3
1978,06,0.0,15.3,-9.8
1978,07,1.1,14.9,-11.5
1978,08,5.5,17.3,-5.9
1978,09,1.6,18.7,-6.1
1978,10,9.2,22.4,0.0
1978,11,30.5,22.3,3.5
1978,12,156.6,23.1,3.9
1979,01,140.7,21.0,4.3
1979,02,25.5,22.7,4.2
1979,03,41.9,22.3,4.1
1979,04,8.1,20.0,-1.6
1979,05,0.0,17.0,-7.6
1979,06,0.0,16.2,-6.9
1979,07,0.0,14.5,-6.2
1979,08,0.0,16.9,-7.3
1979,09,0.7,19.6,-2.8
1979,10,11.2,21.6,3.4
1979,11,13.1,23.4,4.5
1979,12,53.2,22.4,5.1
1980,01,25.3,22.3,4.5
1980,02,23.6,22.8,4.1
1980,03,47.9,20.8,4.1
1980,04,0.1,19.8,-2.1
1980,05,0.4,17.2,-8.6
1980,06,0.0,16.1,-8.7
1980,07,1.7,15.3,-6.6
1980,08,10.4,17.5,-7.1
1980,09,3.9,17.6,-3.6
1980,10,18.0,21.3,0.9
1980,11,9.3,23.2,0.1
1980,12,14.9,23.1,1.3
1981,01,117.4,21.6,4.6
1981,02,82.3,19.6,4.0
1981,03,45.2,20.2,2.2
1981,04,12.0,17.9,-2.1
1981,05,0.5,17.0,-7.9
1981,06,0.0,13.4,-11.4
1981,07,0.0,14.3,-13.2
1981,08,12.0,15.7,-7.3
1981,09,13.5,16.8,-4.6
1981,10,8.8,20.3,-1.8
1981,11,12.5,22.4,1.0
1981,12,54.0,22.8,3.5
1982,01,156.0,19.4,3.7
1982,02,57.6,21.2,2.6
1982,03,68.5,19.3,1.7
1982,04,22.6,18.5,-1.5
1982,05,0.2,14.9,-8.4
1982,06,0.0,12.9,-10.3
1982,07,0.0,14.5,-10.4
1982,08,3.9,18.2,-5.2
1982,09,18.6,19.5,-1.5
1982,10,27.6,22.0,2.3
1982,11,15.5,23.9,4.8
1982,12,48.2,23.3,5.6
1983,01,22.1,24.3,6.8
1983,02,34.5,23.8,7.0
1983,03,17.3,26.3,6.9
1983,04,5.5,24.1,4.2
1983,05,0.1,20.1,-1.4
1983,06,0.0,17.2,-5.0
1983,07,0.9,18.2,-5.2
1983,08,5.2,20.2,-3.6
1983,09,26.5,20.2,-0.5
1983,10,6.2,23.0,0.8
1983,11,9.0,23.5,1.4
1983,12,26.7,23.9,5.8
1984,01,317.8,17.8,7.0
1984,02,138.4,18.3,7.3
1984,03,122.0,20.0,7.6
1984,04,8.7,19.9,3.6
1984,05,0.6,17.3,-0.9
1984,06,9.5,15.1,-3.4
1984,07,0.0,15.4,-6.3
1984,08,10.7,16.0,-4.0
1984,09,2.3,19.0,-3.6
1984,10,33.4,22.2,4.9
1984,11,39.7,23.5,7.2
1984,12,10.5,24.3,6.9
1985,01,28.5,23.7,6.7
1985,02,110.0,21.3,7.8
1985,03,29.2,23.8,5.7
1985,04,21.8,20.3,2.0
1985,05,0.0,19.9,-3.7
1985,06,0.0,16.2,-4.7
1985,07,0.0,16.0,-8.0
1985,08,0.0,18.4,-5.4
1985,09,0.0,20.3,-1.8
1985,10,0.0,24.1,0.9
1985,11,92.5,21.6,5.8
1985,12,135.5,22.8,7.7
1986,01,14.2,23.5,8.1
1986,02,34.4,22.0,6.8
1986,03,25.5,11.6,2.4
1986,04,9.5,21.8,0.9
1986,05,0.0,17.9,-4.4
1986,06,0.0,16.9,-7.1
1986,07,0.0,15.3,-9.8
1986,08,0.0,17.7,-4.8
1986,09,0.0,20.1,-2.3
1986,10,8.3,21.9,0.8
1986,11,28.7,24.4,4.0
1986,12,102.3,19.9,5.0
1987,01,92.3,20.8,7.4
1987,02,35.5,21.7,4.8
1987,03,25.8,21.1,4.0
1987,04,0.0,21.8,-2.8
1987,05,0.0,19.2,-4.1
1987,06,0.0,17.0,-11.4
1987,07,0.0,16.3,-11.2
1987,08,0.0,18.5,-11.8
1987,09,0.0,22.0,-8.1
1987,10,11.9,21.7,-6.1
1987,11,7.2,23.6,1.2
1987,12,38.4,23.3,0.9
1988,01,60.5,22.6,5.2
1988,02,40.0,22.4,5.3
1988,03,20.3,20.6,5.0
1988,04,22.0,20.1,-3.0
1988,05,0.0,18.3,-4.4
1988,06,0.0,16.8,-11.0
1988,07,0.0,16.7,-11.3
1988,08,0.0,18.7,-5.2
1988,09,0.0,21.8,-1.0
1988,10,11.9,21.9,-0.4
1988,11,11.0,23.0,1.7
1988,12,23.0,23.0,5.6
1989,01,0.0,21.7,3.0
1989,02,4.5,21.7,5.5
1989,03,14.8,22.3,5.6
1989,04,10.0,19.9,1.7
1989,05,0.0,20.7,-5.1
1989,06,0.0,14.1,-8.2
1989,07,0.0,11.5,-7.9
1989,08,0.0,15.8,-8.0
1989,09,0.0,17.5,-5.3
1989,10,0.0,18.2,1.0
1989,11,0.0,21.5,1.5
1989,12,21.0,20.3,5.3
1990,01,14.0,21.4,5.8
1990,02,39.1,20.3,7.0
1990,03,8.0,13.9,4.6
1990,04,3.5,19.9,0.1
1990,05,0.0,16.8,-4.3
1990,06,2.9,13.6,-6.7
1990,07,0.0,13.6,-8.8
1990,08,0.0,16.3,-6.0
1990,09,0.0,20.1,-4.0
1990,10,0.0,22.2,3.0
1990,11,24.5,22.9,7.2
1990,12,55.5,23.3,7.1
1991,01,99.1,21.9,6.1
1991,02,22.5,23.5,7.0
1991,03,50.0,22.0,6.4
1991,04,6.0,21.8,1.3
1991,05,0.0,20.5,-3.7
1991,06,0.0,15.5,-7.0
1991,07,0.0,16.4,-8.6
1991,08,0.0,19.3,-3.9
1991,09,0.0,20.5,-2.1
1991,10,13.0,22.1,1.3
1991,11,8.5,23.3,4.1
1991,12,3.5,24.9,5.0
1992,01,104.0,19.6,6.4
1992,02,52.9,22.1,6.6
1992,03,12.5,21.7,3.2
1992,04,0.0,20.0,-1.3
1992,05,0.0,19.0,-3.6
1992,06,2.4,15.1,-5.3
1992,07,0.0,16.0,-7.5
1992,08,0.0,15.6,-6.9
1992,09,0.0,17.8,-5.9
1992,10,1.5,20.4,-1.6
1992,11,34.6,21.4,2.5
1992,12,42.9,23.5,5.9
1993,01,94.3,20.5,6.7
1993,02,69.3,20.6,4.3
1993,03,27.6,17.0,2.6
1993,04,0.0,20.1,-3.4
1993,05,2.1,16.9,-6.1
1993,06,0.0,17.9,-7.7
1993,07,0.0,14.6,-9.6
1993,08,19.8,17.0,-4.1
1993,09,5.5,18.2,-4.4
1993,10,3.5,20.8,-1.3
1993,11,15.3,22.7,3.3
1993,12,58.9,25.1,8.1
1994,01,81.9,23.5,8.3
1994,02,51.1,23.7,8.1
1994,03,13.0,23.7,4.6
1994,04,2.0,24.1,0.9
1994,05,0.0,21.6,-3.5
1994,06,0.0,18.7,-6.3
1994,07,0.0,18.1,-6.2
1994,08,0.0,19.2,-5.0
1994,09,1.0,23.2,-0.3
1994,10,2.5,23.0,0.5
1994,11,8.5,23.1,2.1
1994,12,95.5,18.7,4.1
1995,01,72.2,19.0,4.9
1995,02,21.3,21.7,3.8
1995,03,30.6,21.2,4.1
1995,04,0.0,20.1,-1.9
1995,05,2.3,18.7,-5.7
1995,06,0.0,16.3,-11.1
1995,07,0.0,16.9,-10.5
1995,08,0.7,19.6,-4.8
1995,09,0.1,20.5,-1.6
1995,10,0.0,23.4,-1.1
