"anio","mes","pp","tmax","tmin","spi3"
1975,1,106.5,17.5,4.7,NA
1975,2,146.2,16.8,5.2,NA
1975,3,49.2,17.9,4.1,0.996903988854235
1975,4,14.6,19.4,0.8,1.02263217629604
1975,5,6,16.4,-2.1,0.559561274306092
1975,6,5.8,13.9,-3.8,0.840639220676206
1975,7,0,13.9,-7.2,0.856425588973111
1975,8,0,16.8,-5.2,0.430871830705962
1975,9,10.2,17.2,-1.3,0.254636791412239
1975,10,1.9,18.6,-0.2,-0.310659815724497
1975,11,0,21.4,0.6,-0.685016430815955
1975,12,109.1,18.6,3.8,0.904364521855997
1976,1,167.7,15.9,4.6,1.3378816861004
1976,2,84.6,18.6,4.6,1.35539243231193
1976,3,7.3,19.2,4,0.659361621842547
1976,4,0,18.9,0.5,-0.25328086332113
1976,5,5,15.5,-3.4,-1.06086759033776
1976,6,0,13.1,-6,-0.556254648270997
1976,7,2,13.4,-4.6,0.567370588827189
1976,8,12,13.1,-3.5,0.829007486678275
1976,9,22,14.4,-0.3,1.34807596154291
1976,10,0,21.1,-0.6,0.865602511278378
1976,11,0,21.4,0.8,-0.165343311856778
1976,12,0,21,3.3,-1.71167530650973
1977,1,33,21.1,3.7,-1.42318721173479
1977,2,74,19.8,4.3,-0.887089117482763
1977,3,135,18,3.7,0.50867374473168
1977,4,0,19.3,0.5,1.01410117811619
1977,5,5.8,15.2,-2,1.64818855782773
1977,6,0,14,-6.2,-0.498852267127206
1977,7,0,14.7,-5,0.481617119870265
1977,8,0,15.6,-3.9,-0.333005098197297
1977,9,0,17.4,0,-0.781033811522709
1977,10,2,20.1,2,-1.3245457695924
1977,11,0,20.6,3.7,-1.41811712907192
1977,12,12,18.5,3.7,-1.28714025347983
1978,1,13.6,15.7,5.1,-1.53602226079784
1978,2,13,17,4.7,-1.85466011924547
1978,3,1.1,17.3,4,-1.98720983970705
1978,4,0,17.5,1.9,-1.84275402512874
1978,5,0,16.8,-3,-1.5018554080152
1978,6,0,13.7,-6.4,-0.781033811522709
1978,7,0,13.4,-7.6,-0.21972291581858
1978,8,0.2,15.3,-3,-0.187792249277491
1978,9,0,16.7,-3.1,-0.729535801083749
1978,10,0.4,19.7,-0.1,-1.47904821778833
1978,11,15.7,19.5,3.1,-0.455208851776851
1978,12,6.2,19.5,3.5,-0.974133549103883
1979,1,259,16.2,4,1.36770279795303
1979,2,6,19.2,4.2,0.729637961533167
1979,3,67,18.9,4.1,1.21929192473767
1979,4,0,18.5,0.9,-0.545165042452227
1979,5,0,16,-3.7,0.504867431359959
1979,6,0,15,-3.5,-0.781033811522709
1979,7,0,12.5,-3.3,-0.21972291581858
1979,8,0,14.7,-5,-0.333005098197297
1979,9,0,18.4,-2.2,-0.781033811522709
1979,10,0,19.1,2.3,-1.51238958606768
1979,11,0,22,3.4,-1.51238958606768
1979,12,39,19.1,3.5,-0.460328352051407
1980,1,1.2,20.1,3.1,-1.30201534306592
1980,2,1,20.5,3.2,-1.82501300672516
