anio,mes,pp,tmax,tmin
1975,01,119.3,,
1975,02,165.7,,
1975,03,60.5,,
1975,04,15.9,,
1975,05,6.4,,
1975,06,4.6,,
1975,07,0.0,,
1975,08,16.0,,
1975,09,0.0,,
1975,10,50.3,,
1975,11,0.0,,
1975,12,28.0,,
1976,01,210.0,,
1976,02,45.0,,
1976,03,0.0,,
1976,04,0.0,,
1976,05,0.0,,
1976,06,0.0,,
1976,07,0.0,,
1976,08,0.0,,
1976,09,0.0,,
1976,10,0.0,,
1976,11,18.0,,
1976,12,83.0,,
1977,01,104.0,,
1977,02,143.0,,
1977,03,135.7,,
1977,04,17.0,,
1977,05,0.0,,
1977,06,0.0,,
1977,07,0.0,,
1977,08,0.0,,
1977,09,0.0,,
1977,10,35.0,,
1977,11,79.0,,
1977,12,129.8,,
1978,01,135.2,,
1978,02,73.3,,
1978,03,43.9,,
1978,04,0.0,,
1978,05,0.0,,
1978,06,0.0,,
1978,07,0.0,,
1978,08,0.0,,
1978,09,0.0,,
1978,10,28.0,,
1978,11,32.0,,
1978,12,98.6,,
1979,01,299.5,,
1979,02,20.0,,
1979,03,22.0,,
1979,04,0.0,,
1979,05,0.0,,
1979,06,0.0,,
1979,07,0.0,,
1979,08,0.0,,
1979,09,0.0,,
1979,10,0.0,,
1979,11,15.0,,
1979,12,228.0,,
1980,01,0.0,,
1980,02,17.0,,
1980,03,83.0,,
1980,04,0.0,,
1980,05,0.0,,
1980,06,0.0,,
1980,07,0.0,,
1980,08,3.0,,
1980,09,10.0,,
1980,10,0.0,,
1980,11,6.0,,
1980,12,20.0,,
1981,01,130.0,,
1981,02,97.4,,
1981,03,60.0,,
1981,04,0.0,,
1981,05,6.0,,
1981,06,0.0,,
1981,07,0.0,,
1981,08,22.0,,
1981,09,24.0,,
1981,10,2.0,,
1981,11,0.0,,
1981,12,56.0,,
1982,01,61.0,,
1982,02,33.2,,
1982,03,76.0,,
1982,04,19.0,,
1982,05,0.0,,
1982,06,0.0,,
1982,07,0.0,,
1982,08,0.0,,
1982,09,19.0,,
1982,10,91.0,,
1982,11,0.0,,
1982,12,30.2,,
1983,01,7.0,,
1983,02,41.0,,
1983,03,23.0,,
1983,04,0.0,,
1983,05,0.0,,
1983,06,0.0,,
1983,07,0.0,,
1983,08,0.0,,
1983,09,29.0,,
1983,10,0.0,,
1983,11,0.0,,
1983,12,0.0,,
1984,01,190.5,,
1984,02,148.8,,
1984,03,71.6,,
1984,04,6.7,,
1984,05,0.0,,
1984,06,2.5,,
1984,07,0.0,,
1984,08,9.5,,
1984,09,0.8,,
1984,10,46.8,,
1984,11,52.9,,
1984,12,21.7,,
1985,01,89.2,,
1985,02,111.2,,
1985,03,43.8,,
1985,04,37.0,,
1985,05,0.9,,
1985,06,2.1,,
1985,07,0.0,,
1985,08,1.7,,
1985,09,18.5,,
1985,10,3.2,,
1985,11,80.3,,
1985,12,121.6,,
1986,01,49.6,,
1986,02,54.1,,
1986,03,75.5,,
1986,04,15.0,,
1986,05,0.9,,
1986,06,0.3,,
1986,07,0.0,,
1986,08,3.1,,
1986,09,9.0,,
1986,10,9.8,,
1986,11,26.6,,
1986,12,88.5,,
1987,01,118.1,,
1987,02,39.5,,
1987,03,26.7,,
1987,04,13.2,,
1987,05,0.9,,
1987,06,5.2,,
1987,07,7.0,,
1987,08,6.0,,
1987,09,3.7,,
1987,10,23.3,,
1987,11,30.8,,
1987,12,21.9,,
1988,01,51.0,,
1988,02,45.4,,
1988,03,82.3,,
1988,04,18.9,,
1988,05,11.8,,
1988,06,1.9,,
1988,07,0.0,,
1988,08,0.0,,
1988,09,17.6,,
1988,10,9.9,,
1988,11,0.5,,
1988,12,38.9,,
1989,01,37.6,,
1989,02,23.6,,
1989,03,47.3,,
1989,04,54.5,,
1989,05,0.4,,
1989,06,1.3,,
1989,07,0.6,,
1989,08,0.0,,
1989,09,1.8,,
1989,10,4.9,,
1989,11,27.9,,
1989,12,13.2,,
1990,01,99.8,,
1990,02,39.0,,
1990,03,28.5,,
1990,04,10.2,,
1990,05,3.6,,
1990,06,18.4,,
1990,07,0.0,,
1990,08,0.6,,
1990,09,0.3,,
1990,10,32.1,,
1990,11,44.4,,
1990,12,92.8,,
1991,01,107.2,,
1991,02,52.3,,
1991,03,39.6,,
1991,04,11.2,,
1991,05,0.0,,
1991,06,0.3,,
1991,07,0.1,,
1991,08,0.2,,
1991,09,0.1,,
1991,10,16.3,,
1991,11,11.2,,
1991,12,15.2,,
1992,01,130.3,,
1992,02,25.7,,
1992,03,7.8,,
1992,04,0.7,,
1992,05,0.0,,
1992,06,4.7,,
1992,07,1.0,,
1992,08,1.1,,
1992,09,0.0,,
1992,10,16.8,,
1992,11,28.5,,
1992,12,78.8,,
1993,01,116.5,,
1993,02,14.2,,
