"Date","4012","4019","4028","4101","4102","4103","4104","4106","4306","4308","4311","14301","14001","14080","14302","14303","14105","14090","14026","14005","14091","14010","14304","14305","14082","14307","14083","14309","14038","14310","14023","15000","15001","15002","15003","15004","15005","15006","15300","15301","15302","15303","15304"
"1980-01-01",-1.749849e+00,-1.970505e+00,-1.919301e+00,-1.378678e+00,-1.057529e+00,-9.746736e-01,-1.489632e+00,-3.225657e-01,-1.885903e+00,-1.139328e+00,-1.717789e+00,-6.951092e-01,-3.850027e+00,-1.625497e+00,-5.841851e-01,-6.382493e-01,-1.239490e+00,-2.323004e+00,-1.378089e+00,-1.498516e+00,-1.820956e+00,-2.327580e+00,-9.275434e-01,-1.343565e+00,-3.014277e+00,-1.406572e+00,-1.447225e+00,-1.087172e+00,-2.967166e+00,-1.076168e+00,-4.893117e+00,-3.234802e+00,-2.875876e+00,-2.754158e+00,-2.026177e+00,-2.355873e+00,-2.642785e+00,-2.175525e+00,-2.644039e+00,-1.648990e+00,-2.064216e+00,-2.734420e+00,-1.298730e+00
"1980-02-01",-5.860781e-01,-9.820740e-01,-1.012623e+00,-1.316474e+00,-5.466698e-01,-8.884703e-01,-1.745629e+00,-2.956043e-01,-1.308710e+00,-9.706237e-01,-1.512904e+00,-1.262470e+00,-1.936979e+00,-1.169254e+00,-3.964683e-01,-1.323984e+00,-1.105885e+00,-1.769694e+00,-8.965443e-01,-1.609356e+00,-1.136842e+00,-6.017441e-01,-7.840969e-01,-1.300773e+00,-1.366143e+00,-9.713121e-01,-9.051718e-01,-1.269713e+00,-1.506396e+00,-5.651539e-01,-1.727205e+00,-1.649100e+00,-1.230959e+00,-1.582207e+00,-1.438528e+00,-1.502888e+00,-1.560043e+00,-8.410933e-01,-1.088047e+00,-6.361287e-01,-1.232648e+00,-1.452290e+00,-1.003773e+00
"1980-03-01",-2.046694e-01, 1.422885e+00, 7.907332e-01, 9.964524e-01, 1.406564e+00, 6.689686e-01, 1.375056e-01, 1.194675e+00,-6.438740e-02, 2.778506e-01, 2.475061e-01, 7.713722e-01, 1.128240e-01, 4.573647e-01, 4.079761e-01, 3.711513e-01, 1.762793e+00, 1.349902e-01, 7.030472e-01, 1.160906e+00, 1.560056e+00, 1.484951e+00, 6.616961e-01, 2.439110e-01, 2.281165e-01, 3.551987e-01, 1.076293e+00, 9.093710e-01, 4.489942e-01, 4.796816e-01, 3.141993e-01, 6.073597e-01, 5.258362e-01, 7.101977e-01, 8.584581e-01, 1.083429e+00, 9.454249e-01, 1.121730e+00, 9.103978e-01, 5.269247e-01,-5.550400e-02, 3.487342e-01,-4.512544e-01
"1980-04-01", 4.163959e-02,-2.156401e-01,-3.057340e-02,-2.562403e-01,-2.389430e-01,-4.084725e-01,-1.452576e+00, 1.846937e+00,-1.970505e+00,-1.327040e+00, 1.534432e-01,-2.892986e+00,-1.452576e+00,-6.595983e-01,-1.295575e+00,-1.711027e+00,-2.537580e-01,-2.517211e+00,-4.810959e-01,-1.165288e+00,-7.089021e-01,-1.491596e+00,-1.452576e+00,-6.833075e-01,-1.354022e+00, 3.428821e-01,-2.503754e-01,-1.887556e+00,-6.737637e-01,-1.295575e+00,-1.295575e+00,-1.819250e+00,-1.232456e+00,-1.295575e+00,-1.052254e+00,-8.442170e-01,-1.385522e+00,-6.280333e-01,-9.512777e-01,-1.052254e+00,-7.738417e-01,-1.452576e+00,-1.910497e+00
"1980-05-01", 4.248983e-01, 5.455637e-01, 6.179848e-01, 6.677691e-01,-7.738417e-01, 1.386182e+00, 8.742041e-01, 1.397491e+00, 1.534432e-01, 1.244636e+00, 8.591751e-01,-1.158521e-01,-5.455637e-01, 6.600109e-02, 5.282222e-01,-5.455637e-01,-6.179848e-01,-2.102773e-01, 2.781202e-01,-3.057340e-02, 4.240945e-01, 1.534099e-02, 2.662125e-01, 1.271722e-01, 4.384740e-01, 8.569109e-01, 3.111774e-01, 5.995725e-01, 1.988156e-01, 6.464559e-01,-3.508190e-01,-4.084725e-01,-2.156401e-01,-3.428553e-01, 9.183483e-02, 5.840041e-01,-8.248219e-02, 4.212541e-01,-9.183483e-02, 9.238715e-02, 6.179848e-01,-4.084725e-01, 1.343269e+00
"1980-06-01", 3.057340e-02, 6.179848e-01, 9.512777e-01, 4.758990e-01, 2.206771e-01,NA, 1.984067e-01, 9.719729e-01, 4.084725e-01, 7.315578e-01, 9.512777e-01, 7.312410e-01,-9.183483e-02,-1.731472e-02, 1.534432e-01, 1.534432e-01, 3.057340e-02, 3.894310e-02, 1.814112e-01, 1.534432e-01, 2.786834e-01, 9.481536e-02, 4.084725e-01, 2.561040e-01, 7.304701e-02,-4.084725e-01, 4.814987e-01, 5.888418e-01, 2.751959e-01, 2.786834e-01,-9.183483e-02, 3.057340e-02, 4.536359e-01, 9.183483e-02, 2.786834e-01, 3.057340e-02, 4.853196e-01, 5.129081e-01, 3.057340e-02,-9.183483e-02, 4.084725e-01, 9.183483e-02,-2.156401e-01
"1980-07-01", 1.008590e+00, 7.738417e-01,NA, 1.333212e+00, 1.213399e+00, 1.716714e+00, 8.630954e-01, 2.100928e+00, 8.058744e-01, 1.033919e+00,NA, 7.505204e-01, 3.217141e-01, 1.582629e+00, 9.554619e-01, 9.397334e-01, 3.350738e-01, 5.592180e-01, 1.212228e+00, 1.016641e+00, 9.432011e-01, 1.510639e-01, 7.481206e-01, 1.522907e+00, 4.200700e-01, 9.810040e-01, 1.318765e+00, 7.944024e-01, 5.752326e-01, 4.992291e-01, 9.183483e-02, 4.296667e-01, 7.378768e-01, 6.936621e-01,NA, 7.184817e-01, 7.977764e-01, 1.431131e+00, 5.156613e-01, 6.224282e-01, 4.084725e-01, 6.585428e-01, 8.178743e-01
"1980-08-01", 3.612913e-01, 4.084725e-01, 9.512777e-01, 6.152090e-01, 1.036264e+00, 8.966690e-01, 1.585466e-01, 1.689937e+00, 1.388453e+00, 1.596168e+00, 9.512777e-01, 1.837486e+00,-8.134928e-02, 9.365540e-01, 1.074860e+00, 1.849087e+00, 4.655796e-01, 1.037739e+00, 9.655929e-01, 3.057340e-02, 1.613963e-02, 2.564448e-01, 1.698327e+00, 9.541538e-01, 7.884532e-01, 1.344937e+00, 6.926381e-01, 1.857154e+00, 3.721934e-01, 1.099316e+00,-5.713196e-02,-3.142465e-01, 5.377604e-01, 3.823332e-01, 3.057340e-02,-9.392334e-02, 4.449749e-01, 5.396951e-01,-3.057340e-02, 5.927976e-01, 5.042993e-01, 1.175732e+00, 1.450507e+00
"1980-09-01", 1.385090e+00, 2.156401e-01, 6.179848e-01, 1.289470e+00, 2.304377e+00, 8.376929e-01, 5.284280e-01, 1.637731e+00,-1.266991e-01, 1.517794e-01, 5.455637e-01, 1.025250e-02,-8.331869e-02, 1.480052e+00,-1.926454e-01, 4.794053e-01, 1.020936e-01, 6.549036e-01, 1.392706e+00,-1.981613e-02, 6.982975e-01, 7.496642e-01,-1.486285e-01, 1.114213e+00, 9.059893e-01, 1.706692e+00, 1.366788e+00, 2.893955e-01, 1.103644e+00, 1.732593e-01,-1.131255e-01, 4.678537e-01,-7.410866e-02, 1.832610e-01,-9.183483e-02,-4.617078e-03,-6.297828e-01, 1.446040e+00,-2.156401e-01,-7.738417e-01,-9.183483e-02, 1.402614e-01, 3.802542e-01
