80.5 165.8 74.4 32.4 5.5 0 0 0 25.7 0.8 112.1 154.5
122.4 81.3 65 39.4 0 0 0 0 0 7.3 41.1 107.2
47.5 34.4 27.1 28.2 0 3.2 3.6 0 3.1 68.8 26.2 57.5
74.9 84.9 172 36.2 2.5 0.6 0 0 5.7 16.4 7 64.2
71 20.9 57.1 166.5 0 0 0.4 0 6.8 7.2 32.6 72.7
88.2 55.4 12.8 43 4.5 11.5 0 8.8 0 30.3 43.8 92.5
93.3 85.3 85.3 18.6 0 0 0 0.5 1.7 22.5 46.5 76.2
126.9 81.6 43 1.1 0 6.7 3.9 7.4 0 23.8 56.8 41.4
138.8 48 NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA 15.9 9.6 1.6 21.4 51.3
72.4 102.5 23 26.7 0 0 0 0 40.7 52 38.9 56.4
110.5 44.1 42.3 17.2 1.2 0 0 2.6 8 20.1 32.7 29.9
104.3 41.7 72.2 25.5 1.2 0 0 2.8 36.4 11.2 44.4 85.3
NA NA 71.5 10 0 0 0 0 0 20.3 12.1 62.6
120 123 102.6 11 1.6 0 0 0 3.7 7.9 34.5 77.2
136.6 70.7 38.2 30.1 4.9 0 0 4.4 3.3 12.4 5.3 67.1
65.1 191.9 85.6 30.7 0.6 0 2.4 0 0 13.8 21.1 94.1
94.9 88.7 49 54.4 0 0 0 3 1.4 22.8 24.6 30.1
122.7 119.9 37.6 0 13.8 9.4 0 32.4 11.1 32.1 25.2 107.1
118.5 90.5 16.3 9.9 7.4 1.1 0 7.6 18.9 18.1 34.9 40.8
132.6 78.8 80.2 42.3 1.4 0 0 31.1 4 27.4 32.9 19.9
33.9 117.5 19.6 14 0 0 0.5 0 23.9 29.1 6.9 49.6
124.6 50.2 66.3 7 2.4 0 0.2 0 24 23.6 28.7 112.5
138.2 94 126.8 3.4 3.8 0 10.3 18.7 7.7 51.6 24 112.3
88.9 117.4 33.1 37.8 1.8 2.5 8.2 0 34.9 22.8 55.2 73
82.6 113.3 70.7 5.2 5.9 0 0 0 29.1 45.3 14.7 81.5
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA 0 4 72
79.2 150 178 5.1 9.2 0 0 0 3.2 15.2 75.9 123.3
209.6 62.5 55.5 46.4 0 NA 0 4.2 0 15.5 84.4 139
NA NA NA NA NA NA NA NA NA NA NA NA
72.3 50.2 169.7 0 8.3 0 46.2 18.6 25.7 35.8 59.7 128.5
204.6 453.2 165.6 0 0 0 0 4.1 28.9 19.7 76.4 NA
337 133.9 64.9 6.4 0.4 0 0 0 21.6 34.1 41.3 10.3
23.3 50.6 7 3 0 0 0 12.3 23.5 0 6.2 69
617 580.4 108 0 0 18.2 0 0 0 29.4 74.7 165
89.5 77.9 48.7 0 0 0 0 9.3 7.2 2 88.6 81.8
140.6 123.9 131.6 118.8 0 0 0 20.6 17.4 13.1 64.2 151.9
136.8 12.2 0 0 0 0 0 0 0 20.6 24.3 20.5
144.1 16.2 139.9 26.4 0 0 0 0 7.1 0 0 13.7
44.7 25.2 47.5 37.1 0 0 0 0 0 1 3.3 4
84.8 9.5 6.3 19.3 0 0 0 7.8 0 38.8 35.2 39.5
54.2 21 48.3 0 0 0 0 0 0 12.1 4 12.1
20 12.6 0 0 0 0 0 5.1 0 3 NA 28.2
80.8 16.9 45.6 20.1 0 0 0 26.2 0 6.5 21.1 45.8
81.2 91.3 20 6.5 0 0 0 0 0 1.2 6.5 26
23.9 15 33.6 0 0 0 0 0 0 3.2 0 30.9
48.6 55.3 22.8 21.2 0 0 0 6 0 3.3 25.7 41
99.8 108.1 15.7 24 0 0 0 10.6 8.9 2.1 16.1 12.6
42.9 0 25.2 0 0 6.2 0 0 0 0 18.8 3.1
16 77.7 90.5 8.8 0 0 0 0 10.7 22.2 0 13.9
92.6 62.8 43.5 0 0 0 0 4.5 3.1 4.4 9.3 14.3
157.6 86.1 47.1 10.4 0 0 0 0 8 0 12.8 0
70.3 86.8 54.1 37.5 9.6 0 0 0 0 29.5 24.4 19.2
NA NA NA NA NA NA NA NA NA NA NA NA
51 24.5 9.1 12.9 0 0 17.9 3.8 12.9 11.2 3.6 0
4.4 108.9 24.5 6.6 0 0 0 1.1 1.1 20.8 2.2 2.3
83.5 12.4 176.3 1.5 3.2 0 0 2.1 2.2 8.3 17.3 37
45.2 60.4 36.2 0 0 0 0 0 7.5 4.6 22.1 35.7
40.2 21.8 17.7 0 0 0 0 0 1.3 6.3 10.9 45.8
62.5 12.3 58.9 1.2 0 0 0.5 0 6 12.4 44 49
71.7 100.1 11.5 2.5 0 0 0 1.1 1.3 0 5.9 54.5
98.6 155.1 32.4 46.4 0 0 0 0 0 6.3 18.3 51.6
53.2 112.9 74 7 0 0 0 0 4.7 19.8 42.7 95
59.7 56.5 49.8 0 0 0 0 0 13.1 63.7 26.3 64.9
48.9 33.9 50 55 0 0 0 2.4 0 9 15.2 46.9
76.9 94.6 104.7 2.5 0 0 0 0 0 0 26.1 27.7
9.3 40.5 8.4 0 0 0 0 0 0 9.9 14.4 40.1
22.9 28.1 41.3 10.2 0 0 0 1.2 8.5 10.7 25.4 24.1
81.2 91.2 82.7 22 0 0 25.1 6.8 2.3 6.6 7.7 54.5
154.9 163 123.9 NA 0 0 31 37.9 39.9 35.4 29 23.7
60.2 52.5 15.4 12.3 6.6 4.2 3.4 1.9 7 10.9 13.1 53.4
148.4 140.8 34.4 12.1 15.9 11.6 0 1.4 9.5 26.5 17.5 85.6
97.5 58.7 39.6 14.8 0.8 0 9.3 37.3 26.2 3.1 5.6 24.7
66.7 118.6 37.4 0 4.7 0 0 0 4.7 8.1 58.3 62
98.6 70.5 24.3 11.8 0 0 1.2 4 0.1 6 39.9 190
156.6 59.4 96.7 2.4 0.8 0.1 1.2 0 0 17.1 2 82.9
48.2 23.6 59.1 0 6.2 0.1 3.6 1.3 9.5 14.8 14.7 28.1
55 65.2 39.8 40.5 0 0 0 18.5 29.5 4 27 79.5
132.4 69.4 86.2 6.2 1 2 0 0 21.2 14.7 48.6 50.7
36.6 65.5 5.2 24.4 0 0 0 8.2 21.3 0.2 5.7 55.9
177.3 NA 90.1 3.1 5.8 14.8 0 5.5 0.3 27.9 83.6 51.5
117.4 108.3 58.1 46.9 2.6 14.9 0.1 1.5 31.9 2.4 61.4 93.5
61.4 48.3 88 39.6 0 0 0 0 0 0 0 78.5
184 46 23 7 3 1 7.5 0 0 44.5 66 3
